Age	years	66.00 [64.75, 68.25]	68.00 [58.00, 78.00]	0	0
SOFA score	points	9.50 [6.75, 12.75]	9.00 [7.00, 12.00]	0	0
Lactate	mmol/L	5.45 [3.27, 7.97]	2.70 [1.60, 5.00]	0	0
