analysis,pathway,NES,padj,gene_symbol
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,SOD3
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,COL6A3
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,MAPRE3
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,AGRN
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,MYL4
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,AK1
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,COL3A1
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,GABARAPL2
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,MYL6B
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,MYL1
D1_center_primary_PHpass,MYOGENESIS,1.19434664330403,0.230134085087506,ENO3
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,LDHA
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ETFB
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ATP6V1D
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,SUCLG1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ALDH6A1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ACAA2
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ACAT1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,BAX
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,IDH1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,TOMM70
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,GPX4
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ATP6V1E1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ATP6V1F
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ATP6V1H
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ATP6V1G1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,MDH1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,ACAA1
D1_center_primary_PHpass,OXIDATIVE_PHOSPHORYLATION,0.549670623900582,0.999500049995001,LDHB
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,HINT1
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,RACK1
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,INHBB
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,GM2A
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,AK1
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,CDKN2AIP
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,HMOX1
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,EPS8L2
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,ABAT
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,BAX
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,RPS12
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,DCXR
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,TCN2
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,MAPKAPK3
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,TNNI1
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,LDHB
D1_center_primary_PHpass,P53_PATHWAY,1.1647103184521,0.333223166372405,FDXR
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,CNBP
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ALDH9A1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,EPHX2
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,CTBP1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,PABPC1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,IDE
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ECI2
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,IDH1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,HMGCL
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,EHHADH
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,SERPINA6
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,VPS4B
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,CTPS1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ALDH1A1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,HSD17B4
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,FDPS
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,FIS1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ACSL1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ISOC1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,PRDX5
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,ACAA1
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,YWHAH
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,SCP2
D1_center_primary_PHpass,PEROXISOME,1.37057904263586,0.0537920644879794,MVP
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PIN1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,ARHGDIA
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,TRAF2
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,UBE2N
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,UBE2D3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,CFL1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PRKAG1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,RAC1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,MAP2K3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,DUSP3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,EIF4E
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PPP1CA
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,GSK3B
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,MAPK1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,GRB2
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,ARF1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,YWHAB
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,HSP90B1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,AP2M1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,ACTR2
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PRKAR2A
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,GRK2
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,CAB39
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PRKCB
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,ARPC3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,RALB
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,RIT1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,ACTR3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,RPS6KA3
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,NCK1
D1_center_primary_PHpass,PI3K_AKT_MTOR_SIGNALING,1.19782447694577,0.230134085087506,PFN1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,SEC24D
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,YKT6
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,IGF2R
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,USO1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,RAB5A
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,SEC31A
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,SNX2
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,VPS4B
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,ARCN1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,TSG101
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP2S1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,ATP6V1H
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,RAB14
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,MAPK1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,NAPA
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,RAB2A
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,ARF1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP2B1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP2M1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,COPB2
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,DNM1L
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,COPE
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,COPB1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,RPS6KA3
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,OCRL
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,GNAS
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP3S1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,VPS45
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,STX12
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP1G1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,CLTC
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,STX7
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,AP3B1
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,ADAM10
D1_center_primary_PHpass,PROTEIN_SECRETION,0.85518151606201,0.888010855293664,SNAP23
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PRDX6
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,GCLC
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PRDX4
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,GPX4
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PFKP
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,TXNRD1
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,OXSR1
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,GCLM
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PTPA
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,MBP
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,G6PD
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,SELENOS
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,GSR
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,MSRA
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,MGST1
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PDLIM1
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,LAMTOR5
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,PRNP
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,FES
D1_center_primary_PHpass,REACTIVE_OXYGEN_SPECIES_PATHWAY,1.13731651587767,0.400053493718103,NDUFS2
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,PEBP1
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,STRBP
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,IDE
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,TALDO1
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,CLPB
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,HSPA1L
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,NF2
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,PRKAR2A
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,HBZ
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,GSTM3
D1_center_primary_PHpass,SPERMATOGENESIS,1.15184263136762,0.396694463225903,MTOR
