Time,model,gene_symbol,logHR,HR,SE,z,pval,lower95,upper95,PH_chisq,PH_p,fit_ok,N,Events,padj,PH_FDR,PH_pass_nominal,entry_day
D3,median_center_sensitivity,EXOC5,0.42684583574881,1.53241639968614,0.568131743932797,0.751314884808305,0.452463173266292,0.503248134772167,4.66628658860338,1.02658400480499,0.310962339271096,TRUE,147,18,0.73544244815725,0.936177990455588,TRUE,2
D3,median_center_sensitivity,EXOC6B,0.139653096968075,1.14987483459382,0.290460206368881,0.480799413847131,0.630659066885841,0.650744331113978,2.03184579874669,0.477360928769388,0.48962014544744,TRUE,147,18,0.846367827995687,0.949113588598713,TRUE,2
D3,median_center_sensitivity,EXOC7,-0.146347583592839,0.86385738834067,0.598126050305938,-0.244676826093736,0.806706672822728,0.26749534881421,2.78976659107846,1.61753570758889,0.203435740606977,TRUE,147,18,0.934525667320799,0.936177990455588,TRUE,2
D3,median_center_sensitivity,EXOC8,-0.242372392902479,0.784763882630917,0.621423355028778,-0.390027814276879,0.69651597962324,0.232157377056123,2.65274513044258,0.354385578530033,0.551640997701378,TRUE,147,18,0.882176514142295,0.970237438114687,TRUE,2
D3,median_center_sensitivity,EXOSC4,-0.0342731737261979,0.966307498759325,0.246059935177811,-0.139287908457876,0.889222644393152,0.596580087129998,1.56517155416727,0.109306129186025,0.740935484742993,TRUE,147,18,0.972500964764277,0.977247430539914,TRUE,2
D3,median_center_sensitivity,EXOSC8,-0.0673374749555942,0.934879649626128,0.248897200545024,-0.270543319925421,0.78674229450488,0.573976385428868,1.52271065756831,2.22188362953278,0.136066961172837,TRUE,147,18,0.927197807544528,0.936177990455588,TRUE,2
D3,median_center_sensitivity,EXT1,0.621576293888429,1.86186056941317,0.281632277817752,2.20704920155019,0.0273106221498204,1.07206551174271,3.23350088400892,1.1807332793921,0.277206765006777,TRUE,147,18,0.204774469940483,0.936177990455588,TRUE,2
D3,median_center_sensitivity,EZR,0.761668981650536,2.14184794401402,0.275766793726084,2.76200397937357,0.00574477782515878,1.24754297608205,3.67723814187496,1.15823268077966,0.281832368625961,TRUE,147,18,0.091609111409425,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F10,0.3502834215618,1.41946979993484,0.227857410353649,1.53729220839532,0.124221768651356,0.908183438194351,2.2185986092557,1.18595688475854,0.276146620183664,TRUE,147,18,0.422445897485281,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F11,-0.217578687454808,0.804464301180911,0.154926008115914,-1.40440388351076,0.160198615114546,0.593790875158526,1.08988338984111,0.204716055363478,0.650940811887816,TRUE,147,18,0.466291533537748,0.971677904840114,TRUE,2
D3,median_center_sensitivity,F11R,-1.00434509692902,0.366284437074514,0.62424004602559,-1.60890846930357,0.107636357309393,0.107761685598683,1.24500918946866,0.0986355959300984,0.753473156661731,TRUE,147,18,0.402971221728844,0.977247430539914,TRUE,2
D3,median_center_sensitivity,F12,-0.0168877607172067,0.983254038169841,0.218998090082856,-0.0771137351509203,0.938533066467208,0.640109431860746,1.51034878640504,1.15040408872326,0.283464575684825,TRUE,147,18,0.988802510212189,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F13A1,-0.453033286202409,0.635696973336119,0.448775366406442,-1.00948786434082,0.312740718819872,0.263786070986767,1.53196353543995,0.521580052759907,0.470168453653666,TRUE,147,18,0.612548130231747,0.946934905357566,TRUE,2
D3,median_center_sensitivity,F13B,-0.0565535354214965,0.945015891316833,0.310942022363947,-0.181878071646754,0.855678413752182,0.513765316470473,1.73825481442882,0.0109292183404177,0.91673852397751,TRUE,147,18,0.956663174998143,0.990884897698504,TRUE,2
D3,median_center_sensitivity,F2,0.229928536294898,1.25851006892332,0.196743123776361,1.16867381121924,0.242535077236409,0.855832242433111,1.85065193276494,1.33006020798964,0.248794507004246,TRUE,147,18,0.555451196389529,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F2R,-0.68725738448418,0.502953587513707,0.493437000469732,-1.39279661604205,0.163681302012464,0.191211308728502,1.32294639305087,0.0942169904988447,0.758883057097714,TRUE,147,18,0.470174236692587,0.978329588742556,TRUE,2
D3,median_center_sensitivity,F2RL3,-0.492789299635015,0.610919976568089,0.673851046372081,-0.731303011679099,0.46459409133907,0.163080215194339,2.28858673828209,0.356473309889564,0.550471422759131,TRUE,147,18,0.742515858053712,0.970237438114687,TRUE,2
D3,median_center_sensitivity,F5,-0.312746541713063,0.73143527740918,0.156249977374998,-2.00157815679214,0.045330120200687,0.538487567488386,0.993518880173928,2.1477778634561,0.142776403143002,TRUE,147,18,0.256700266384718,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F7,-0.383924195499761,0.681183061964032,0.280930132875026,-1.36661806823888,0.171745050828616,0.392767620628967,1.18138649811214,0.422956566880389,0.515465449545094,TRUE,147,18,0.479726174101281,0.958294320541786,TRUE,2
D3,median_center_sensitivity,F8,0.741145283062972,2.09833732905643,0.429056330712702,1.72738456470707,0.0840986208498022,0.905027750267937,4.86506578964916,0.993910737601187,0.318788430834714,TRUE,147,18,0.357719161133901,0.936177990455588,TRUE,2
D3,median_center_sensitivity,F8A1,-0.204580249621324,0.814989336707518,0.358679676854555,-0.570370341066973,0.568426541288244,0.403499714737471,1.64611670017936,0.031028257564589,0.860177360450725,TRUE,147,18,0.807128196222772,0.990884897698504,TRUE,2
