Time	pathway	group	NES	FDR	status	cell
"D3"	"SPERMATOGENESIS"	"CV off"	-0.804293541804504	0.839814917844294	"estimable"	"-0.80"
"D3"	"TGF_BETA_SIGNALING"	"CV off"	0.850570001966228	0.788153029506941	"estimable"	"0.85"
"D3"	"TNFA_SIGNALING_VIA_NFKB"	"CV off"	1.25271727795904	0.293636010865347	"estimable"	"1.25"
"D3"	"UNFOLDED_PROTEIN_RESPONSE"	"CV off"	1.31670170279375	0.250990721051614	"estimable"	"1.32"
"D3"	"UV_RESPONSE_DN"	"CV off"	-0.854862001469586	0.835299843662429	"estimable"	"-0.85"
"D3"	"UV_RESPONSE_UP"	"CV off"	1.21083269075152	0.346253372747281	"estimable"	"1.21"
"D3"	"WNT_BETA_CATENIN_SIGNALING"	"CV off"	NA	NA	"coverage_outside_original_15_to_500"	"NA"
"D3"	"XENOBIOTIC_METABOLISM"	"CV off"	-1.07256432381994	0.478089216719354	"estimable"	"-1.07"
"D5"	"ADIPOGENESIS"	"CV off"	1.1615513963771	0.358155708996297	"estimable"	"1.16"
"D5"	"ALLOGRAFT_REJECTION"	"CV off"	1.18816771352747	0.358155708996297	"estimable"	"1.19"
"D5"	"ANDROGEN_RESPONSE"	"CV off"	1.01274580414784	0.649721444447652	"estimable"	"1.01"
"D5"	"ANGIOGENESIS"	"CV off"	1.42477044941542	0.297480251974803	"estimable"	"1.42"
"D5"	"APICAL_JUNCTION"	"CV off"	1.14708693377923	0.362451254874513	"estimable"	"1.15"
"D5"	"APICAL_SURFACE"	"CV off"	0.90114107600953	0.744854668489885	"estimable"	"0.90"
"D5"	"APOPTOSIS"	"CV off"	1.33254044885855	0.297480251974803	"estimable"	"1.33"
"D5"	"BILE_ACID_METABOLISM"	"CV off"	1.37513014689226	0.297480251974803	"estimable"	"1.38"
"D5"	"CHOLESTEROL_HOMEOSTASIS"	"CV off"	-0.855116640974141	0.744854668489885	"estimable_precision_uncertain"	"-0.86†"
"D5"	"COAGULATION"	"CV off"	0.793711305053978	0.954431829544318	"estimable"	"0.79"
"D5"	"COMPLEMENT"	"CV off"	0.843914196582201	0.940780340570594	"estimable"	"0.84"
"D5"	"DNA_REPAIR"	"CV off"	1.02613980810908	0.649721444447652	"estimable"	"1.03"
"D5"	"E2F_TARGETS"	"CV off"	1.1314529054249	0.461248275862069	"estimable"	"1.13"
"D5"	"EPITHELIAL_MESENCHYMAL_TRANSITION"	"CV off"	1.9702047164111	6.62951642650495e-09	"estimable"	"1.97***"
"D5"	"ESTROGEN_RESPONSE_EARLY"	"CV off"	1.53033015939053	0.0670566958394358	"estimable"	"1.53"
"D5"	"ESTROGEN_RESPONSE_LATE"	"CV off"	1.16843270828357	0.362451254874513	"estimable"	"1.17"
"D5"	"FATTY_ACID_METABOLISM"	"CV off"	1.18211310783588	0.358155708996297	"estimable"	"1.18"
"D5"	"G2M_CHECKPOINT"	"CV off"	0.906308712027789	0.8066375	"estimable"	"0.91"
"D5"	"GLYCOLYSIS"	"CV off"	1.10344642876492	0.461248275862069	"estimable"	"1.10"
"D5"	"HEDGEHOG_SIGNALING"	"CV off"	0.530416887327796	0.973372781065089	"estimable"	"0.53"
"D5"	"HEME_METABOLISM"	"CV off"	0.825300852953546	0.940780340570594	"estimable"	"0.83"
"D5"	"HYPOXIA"	"CV off"	1.26210284845053	0.297480251974803	"estimable"	"1.26"
"D5"	"IL2_STAT5_SIGNALING"	"CV off"	1.19207002067501	0.358155708996297	"estimable"	"1.19"
"D5"	"IL6_JAK_STAT3_SIGNALING"	"CV off"	0.92711798642888	0.744854668489885	"estimable"	"0.93"
"D5"	"INFLAMMATORY_RESPONSE"	"CV off"	1.10499700899962	0.461248275862069	"estimable"	"1.10"
"D5"	"INTERFERON_ALPHA_RESPONSE"	"CV off"	1.33199569028792	0.297480251974803	"estimable"	"1.33"
"D5"	"INTERFERON_GAMMA_RESPONSE"	"CV off"	1.09862612477774	0.461248275862069	"estimable"	"1.10"
"D5"	"KRAS_SIGNALING_DN"	"CV off"	1.06497674138664	0.607841947338256	"estimable"	"1.06"
"D5"	"KRAS_SIGNALING_UP"	"CV off"	1.21618947211528	0.358155708996297	"estimable"	"1.22"
"D5"	"MITOTIC_SPINDLE"	"CV off"	1.17347225050888	0.358155708996297	"estimable"	"1.17"
"D5"	"MTORC1_SIGNALING"	"CV off"	0.884877012133206	0.879614477576632	"estimable"	"0.88"
"D5"	"MYC_TARGETS_V1"	"CV off"	1.13803227789821	0.35951404859514	"estimable"	"1.14"
"D5"	"MYC_TARGETS_V2"	"CV off"	1.30882720277191	0.358155708996297	"estimable"	"1.31"
"D5"	"MYOGENESIS"	"CV off"	1.1703761315852	0.35951404859514	"estimable"	"1.17"
"D5"	"NOTCH_SIGNALING"	"CV off"	NA	NA	"coverage_outside_original_15_to_500"	"NA"
"D5"	"OXIDATIVE_PHOSPHORYLATION"	"CV off"	1.25209035837555	0.297480251974803	"estimable"	"1.25"
"D5"	"P53_PATHWAY"	"CV off"	1.10319343582482	0.461248275862069	"estimable"	"1.10"
"D5"	"PANCREAS_BETA_CELLS"	"CV off"	NA	NA	"coverage_outside_original_15_to_500"	"NA"
"D5"	"PEROXISOME"	"CV off"	1.2178924421391	0.358155708996297	"estimable"	"1.22"
"D5"	"PI3K_AKT_MTOR_SIGNALING"	"CV off"	0.945035522058546	0.744854668489885	"estimable"	"0.95"
"D5"	"PROTEIN_SECRETION"	"CV off"	1.01611205530492	0.649721444447652	"estimable"	"1.02"
"D5"	"REACTIVE_OXYGEN_SPECIES_PATHWAY"	"CV off"	1.00333985992802	0.649721444447652	"estimable"	"1.00"
"D5"	"SPERMATOGENESIS"	"CV off"	0.638722575123492	0.973372781065089	"estimable"	"0.64"
"D5"	"TGF_BETA_SIGNALING"	"CV off"	1.33937449682426	0.358155708996297	"estimable"	"1.34"
"D5"	"TNFA_SIGNALING_VIA_NFKB"	"CV off"	1.50686559299466	0.0670566958394358	"estimable"	"1.51"
"D5"	"UNFOLDED_PROTEIN_RESPONSE"	"CV off"	1.25048226633944	0.358155708996297	"estimable"	"1.25"
"D5"	"UV_RESPONSE_DN"	"CV off"	0.659378159655519	0.973372781065089	"estimable"	"0.66"
"D5"	"UV_RESPONSE_UP"	"CV off"	1.39214704932899	0.226775	"estimable"	"1.39"
"D5"	"WNT_BETA_CATENIN_SIGNALING"	"CV off"	NA	NA	"coverage_outside_original_15_to_500"	"NA"
"D5"	"XENOBIOTIC_METABOLISM"	"CV off"	1.00309080581275	0.649721444447652	"estimable"	"1.00"
