pathway	NES_unweighted	FDR_unweighted	leadingEdge_unweighted	NES_weighted	FDR_weighted	leadingEdge_weighted	delta_NES	direction_agreement	FDR_class	leading_edge_jaccard	scenario
APOPTOSIS	1.13350390309143	0.312393095941533	GADD45A;CFLAR;GSR;RNASEL;HGF;IGF2R;ADD1;TIMP2;GSN;RARA;PSEN1;CREBBP;FAS;ROCK1;CCNA1;IFITM3;EMP1;CD44;HMGB2;CASP4;NEDD9;DPYD;IFNGR1;PPP2R5B;CTNNB1;CLU;CDKN1B;XIAP;CASP2;TSPO;DNAJC3;GADD45B;TNFSF10;IER3;TXNIP;BCAP31;PPP3R1;IRF1;ANXA1;TAP1;GNA15;BRCA1;GPX3;F2R;APP;BCL2L1;CASP8;DNAJA1;CTH;TIMP1;CASP9;CASP1;PLCB2;HSPB1	1.50067612085573	0.0133303255099675	GADD45A;GSR;CFLAR;TIMP2;HGF;GSN;ADD1;IFNGR1;CCNA1;RNASEL;RARA;ROCK1;TSPO;PSEN1;CD44;FAS;IGF2R;IFITM3;PPP2R5B;GADD45B;CLU;HMGB2;XIAP;IER3;CTNNB1;BCAP31;CDKN1B;CREBBP;CASP4;EMP1;DNAJC3;TAP1;DPYD;NEDD9;ANXA1;GNA15;CASP2;CASP9;PPP3R1;APP;IRF1;TNFSF10;CTH;F2R;GCH1	0.3671722177643	TRUE	IPW_only	0.8	entry4_PF_PLT_noD3
BILE_ACID_METABOLISM	-1.08165512420141	0.43187874998139	ABCD2;CYP27A1;NR3C2;HACL1;PAOX;SLC23A2;PEX12;EFHC1;LCK;SCP2;SLC35B2;PHYH;EPHX2;IDH2;HSD17B4;PEX7;ACSL5;SOD1;SLC29A1;TFCP2L1;ABCD3;PXMP2;AMACR	0.925325263023663	0.635729740763421	GCLM;ACSL1;PECR;IDI1;ATXN1;AQP9;SULT1B1;ABCA2;NEDD4;RXRA;HSD3B7	2.00698038722507	FALSE	neither	0	entry4_PF_PLT_noD3
CHOLESTEROL_HOMEOSTASIS	1.57291832423411	0.0233813743764083	PLSCR1;ABCA2;NFIL3;NIBAN1;PDK3;ALCAM;LDLR;IDI1;ANTXR2;PPARG;S100A11;PNRC1;CHKA;ACSS2;DHCR7;CTNNB1;CLU;JAG1;FBXO6	1.95206202781012	0.000503876619825171	NFIL3;PLSCR1;IDI1;NIBAN1;ALCAM;PDK3;LDLR;ABCA2;DHCR7;ANTXR2;CHKA;ACSS2;PNRC1;CLU;FBXO6;CTNNB1;PPARG;JAG1;S100A11;STX5	0.379143703576013	TRUE	both	0.95	entry4_PF_PLT_noD3
COAGULATION	1.27021708704192	0.159524045923193	ADAM9;MMP9;KLF7;FURIN;RAC1;GSN;SERPINA1;RABIF;CTSK;WDR1;HPN;F2RL2;SERPINE1;F12;C1R;CLU;LAMP2;MMP8;GNB2;THBS1;ANXA1;F8;FN1;PLAU;GP1BA;ITGB3;TIMP1;CASP9;P2RY1;CTSB;CFB;PEF1;SERPINB2;PLEK;CPQ;ISCU;SPARC;VWF;MST1;PF4	1.55344139847173	0.015058583565477	ADAM9;MMP9;FURIN;GSN;SERPINA1;KLF7;RAC1;RABIF;WDR1;SERPINE1;MMP8;CLU;THBS1;F12;GNB2;F2RL2;LAMP2;ANXA1;CASP9;C1R;PLEK;CTSK;F8;ITGB3;PEF1;MSRB2;PF4;HPN;P2RY1;TIMP1;CTSB;GP1BA;PLAU;SPARC	0.283224311429809	TRUE	IPW_only	0.804878048780488	entry4_PF_PLT_noD3
COMPLEMENT	1.56024599719434	0.00582955878127514	ITGAM;CR1;ADAM9;PLSCR1;PIK3CG;LCP2;HSPA1A;PRKCD;DGKH;LYN;PCSK9;IRF2;TIMP2;COL4A2;CD55;S100A12;PSEN1;RHOG;SERPINA1;PIM1;CDK5R1;GCA;JAK2;RAF1;RABIF;F5;EHD1;CD59;USP15;S100A9;GRB2;PIK3R5;CA2;CEBPB;CASP4;CDA;VCPIP1;MSRB1;PIK3CA;SERPINE1;PRSS36;C1R;CLU;BRPF3;TNFAIP3;AKAP10;WAS;LAMP2;CPM;GNAI3;MMP8;GNB2;CTSD	1.70980164116156	0.000621536654994144	ITGAM;ADAM9;PLSCR1;GCA;HSPA1A;PRKCD;TIMP2;CR1;S100A12;LYN;PCSK9;RHOG;CD59;PIK3CG;MSRB1;SERPINA1;PIM1;DGKH;CD55;JAK2;RABIF;LCP2;CDA;EHD1;S100A9;PSEN1;SERPINE1;IRF2;MMP8;CDK5R1;F5;PIK3CA;CLU;COL4A2;GRB2;VCPIP1;TNFAIP3;CEBPB;GNB2;AKAP10;RAF1;GNAI3;PRSS36;LAMP2;CASP4;USP15;CA2;CTSD;PIK3R5;CASP9;C1R;GNAI2;PFN1;IRF1;PLEK;F8;IRF7;FCER1G;PPP4C;USP8;BRPF3;CXCL1;TIMP1;CTSB;GP1BA;CPM;WAS;SIRT6	0.149555643967218	TRUE	both	0.779411764705882	entry4_PF_PLT_noD3
DNA_REPAIR	-1.623592292962	0.00292295890245397	RNMT;GTF2H1;GTF2H3;NUDT21;ERCC8;NELFCD;SRSF6;ADA;APRT;NCBP2;POLR2D;IMPDH2;DUT;POLR1H;ERCC4;LIG1;PCNA;SF3A3;ITPA;MRPL40;POLR2K;RFC3;POLR1C;POLR2C;RPA3;NFX1;UMPS;NME3;SEC61A1;ERCC3;AK3;EDF1;NME1;TMED2;PDE4B;GTF2A2;TP53;RFC4;TAF9;ERCC5	-1.51495446100009	0.0105930935693721	GTF2H3;RNMT;GTF2H1;ERCC8;NELFCD;ADA;NUDT21;SRSF6;ERCC3;SF3A3;MRPL40;NFX1;NCBP2;ERCC4;POLR2D;EDF1;POLR1C;LIG1;IMPDH2;UMPS;TP53;POLR1H;RFC3;ERCC5;AAAS;ITPA;APRT;DUT;POLR2K;TAF9;DDB2;NME3;POLR2C;SSRP1;AK3;RPA3;NME1;RFC4;PCNA;GTF2A2;REV3L;POLB;SNAPC5;SEC61A1;TARBP2;DDB1;GSDME;GTF2H5;PDE4B;POLR2H;ELOA;TAF1C;RFC5;TMED2;RAD52;GTF2F1;NELFE;POLR3C	0.108637831961911	TRUE	both	0.689655172413793	entry4_PF_PLT_noD3
E2F_TARGETS	-1.88748337101442	1.38080356824587e-05	SYNCRIP;NOP56;EED;NUDT21;MAD2L1;RAN;PPP1R8;CNOT9;MYC;EIF2S1;AK2;PAICS;KIF22;SLBP;STMN1;SRSF2;ASF1A;PMS2;TMPO;DCTPP1;DUT;RAD50;WDR90;PHF5A;LIG1;PCNA;PRDX4;IPO7;RFC3;MLH1;HNRNPD;CSE1L;RAD1;RPA3;CDC25B;NUP205;RBBP7;CDK4;NUP107;DNMT1;NME1;TBRG4;SMC3;TP53;RPA1;ILF3;MCM3;CENPM;NAP1L1;PAN2;XRCC6;MRE11;CTPS1;SSRP1;SMC1A;RFC1;TRA2B;RANBP1;CDK1;MSH2;SNRPB;MCM5;POLE;SMC4;ZW10;RNASEH2A;CKS1B;CBX5;SRSF1;MTHFD2;NOLC1;POLD1;DSCC1;UBR7;RRM2;MCM7	-1.66773383430912	0.000532683613416459	SYNCRIP;EED;MYC;RAN;MAD2L1;CNOT9;PMS2;NOP56;AK2;PPP1R8;PAICS;NUDT21;RAD50;PHF5A;HNRNPD;ASF1A;KIF22;STMN1;CDC25B;IPO7;TMPO;LIG1;WDR90;EIF2S1;TP53;RFC3;PAN2;MRE11;DCTPP1;DNMT1;MLH1;DUT;RAD1;ILF3;CDK4;NUP205;CTPS1;PRDX4;CSE1L;SSRP1;RBBP7;RPA3;SLBP;MCM3;NME1;NOLC1;RANBP1;CBX5;CCNE1;SMC1A;SMC3;RFC1;PCNA;UBE2T;RPA1;NUP107;CENPM;MCM5;SRSF1;ZW10;MSH2;SRSF2;HELLS;CDKN2A;XRCC6;TBRG4;NAP1L1;POLD2	0.2197495367053	TRUE	both	0.777777777777778	entry4_PF_PLT_noD3
EPITHELIAL_MESENCHYMAL_TRANSITION	1.05349506756673	0.458508738496062	GADD45A;BASP1;COL4A2;FBN2;FAS;PCOLCE2;EFEMP2;QSOX1;CAPG;CD59;CD44;NOTCH2;COL7A1;PFN2;TGFB1;SERPINE1;AREG;WIPF1;COLGALT1;TNFAIP3;PDLIM4;TPM1;PLOD1;COPA;GADD45B;COL6A3;LOXL1;THBS1;ACTA2;ANPEP;ITGA5;VIM	1.28692360208091	0.110881940433958	GADD45A;BASP1;PCOLCE2;CD59;FBN2;QSOX1;CAPG;SERPINE1;CD44;FAS;EFEMP2;TPM1;GADD45B;TGFB1;COLGALT1;COL4A2;LOXL1;THBS1;TNFAIP3;AREG;COL6A3;PFN2;VIM;NOTCH2;PLOD1;COPA;COL7A1;ITGB3;PDLIM4;CXCL1;SFRP4;TPM4;PTX3;FSTL1;TIMP1;WIPF1;MYLK;ACTA2;SPARC;ITGB5;LGALS1;SLC6A8;ANPEP;ITGA5;TGM2	0.233428534514176	TRUE	neither	0.711111111111111	entry4_PF_PLT_noD3
ESTROGEN_RESPONSE_EARLY	1.37502066992804	0.0572057678165915	FKBP5;AFF1;IGF1R;SVIL;MREG;KAZN;MED13L;OLFML3;CA12;RARA;TTC39A;KDM4B;RAB31;SLC2A1;TIPARP;JAK2;SIAH2;GAB2;CHPT1;MINDY1;INHBB;FOXC1;RHOBTB3;TOB1;UGCG;CD44;ANXA9;FHL2;GLA;CANT1;AREG;TUBB2B;DHCR7;NADSYN1;B4GALT1;SH3BP5;FLNB;CISH;AMFR;DLC1;RAPGEFL1;BAG1;SLC7A5;TMEM164;KCNK5;MAST4;IL17RB;ALDH3B1;IL6ST;ABHD2;PODXL;SEMA3B;ELF3;ADD3;ITPK1;TGM2;SLC24A3;ELF1;MAPT;ARL3;ABAT	1.52063684144155	0.0115845679358594	IGF1R;RAB31;AFF1;UGCG;FKBP5;TIPARP;MREG;SLC2A1;RARA;TTC39A;SVIL;JAK2;DHCR7;MED13L;CD44;FOXC1;GLA;KDM4B;KAZN;CANT1;TOB1;CHPT1;FHL2;SIAH2;GAB2;OLFML3;MINDY1;RHOBTB3;AREG;SH3BP5;CISH;B4GALT1;KCNK5;NADSYN1;INHBB;MAST4;AMFR;SLC7A5;IL6ST;FLNB;SLC24A3;TUBB2B;CA12;IL17RB;ALDH3B1;ANXA9	0.145616171513506	TRUE	IPW_only	0.754098360655738	entry4_PF_PLT_noD3
ESTROGEN_RESPONSE_LATE	1.06854169632649	0.441051158451252	ATP2B4;FKBP5;AFF1;MAPK13;CA12;RAB31;SERPINA1;JAK2;CCNA1;SIAH2;IMPA2;CHPT1;FOXC1;TOB1;BATF;S100A9;CD44;ANXA9;SNX10;CA2;GLA;JAK1;AREG;DHCR7;PTPN6;ST6GALNAC2;FLNB;CISH;CKB;AMFR;XRCC3;RAPGEFL1;BAG1;SLC7A5;HSPA4L;ZFP36;KCNK5	1.23157893888998	0.150555881291719	ATP2B4;RAB31;AFF1;FKBP5;SERPINA1;CCNA1;BATF;IMPA2;SNX10;JAK2;DHCR7;S100A9;CD44;FOXC1;GLA;ST6GALNAC2;TOB1;CHPT1;SIAH2;MAPK13;PTPN6;AREG;CISH;JAK1;KCNK5;CA2;AMFR;SLC7A5;IL6ST;CKB;FLNB;SLC24A3;CA12;IL17RB;ALDH3B1;ANXA9	0.163037242563494	TRUE	neither	0.780487804878049	entry4_PF_PLT_noD3
FATTY_ACID_METABOLISM	-1.33413893267166	0.0698921337225046	OSTC;MDH1;METAP1;APEX1;ECHS1;ACSS1;ACAA2;ACAT2;ECI1;HADH;SUCLG2;HSD17B10;MCEE;CBR1;ADSL;ACADM;PSME1;HSPH1;SDHD;ALDH3A2;BCKDHB;HSD17B4;ACOT2;BPHL;ACSL5;PCBD1;HMGCS1;HSP90AA1;PDHA1;UGDH;ODC1;ECI2;CPT2;SUCLA2;GCDH;RAP1GDS1;PTS;XIST;CD36;MIF;ENO2;BLVRA;MIX23;EHHADH;NTHL1;ALDH9A1;ACO2;HSD17B7;SMS;IDH3B;MDH2;FH;CPOX;RDH11;ECH1;MLYCD;TP53INP2;S100A10;ALDH1A1;DLST;H2AZ1;IDH3G	-1.04707908274937	0.441053097654475	METAP1;OSTC;MDH1;APEX1;ACSS1;ACAA2;ECHS1;MCEE;HADH;CBR1;SUCLG2;HSD17B10;ECI1;ACADM;ACAT2;CPT2;HSD17B4;ADSL;BPHL;MIX23;BCKDHB;ECI2;ACOT2;PDHA1;UGDH;BLVRA;ACSL5;CD36;SDHD;HSD17B7;PTS;RAP1GDS1;SUCLA2;SMS;PSME1;PCBD1;AOC3;ODC1;ALDH3A2;NTHL1;MIF;FH;HMGCS1;GCDH;ENO2;ALDH1A1;ACO2;MLYCD;MDH2;IDH3B;CD1D;HSPH1;DLST;S100A10;CRYZ;IDH3G;EHHADH;XIST;ERP29	0.287059849922289	TRUE	neither	0.833333333333333	entry4_PF_PLT_noD3
G2M_CHECKPOINT	-1.00025304536745	0.537539295392954	SYNCRIP;BUB3;SLC38A1;G3BP1;SRSF10;MAD2L1;PURA;MYC;SLC12A2;NCL;KIF22;STMN1;SRSF2;CUL5;HSPA8;H2AZ2;TMPO;ORC5;HNRNPD;RPS6KA5;TENT4A;CDC25B;MTF2;CDK4;HMGN2;PRP4K;ILF3;MCM3;CUL1;UCK2;SNRPD1;ODC1;SMC1A;SS18;DTYMK;ABL1;TRA2B;SMC2;CDK1;FBXO5;MCM5;POLE;SMC4;NDC80;CKS1B;SRSF1;SMARCC1;CCNT1;NOLC1;SMAD3	0.797538977516577	0.931890741397659	MAPK14;E2F3;PRMT5;RAD23B;LMNB1;KMT5A;DR1;LBR;HIF1A;PAFAH1B1;KPNB1;BCL3;TGFB1;JPT1;TACC3;CDKN2C;BARD1;MARCKS;SAP30;CDKN1B;MAP3K20;TLE3;UBE2C;CUL3;AURKB;TFDP1;NOTCH2;NUP98;KIF5B;NUP50;SLC7A5;KIF4A;E2F1;UPF1;TTK;KIF11;E2F2;PRC1	1.79779202288403	FALSE	neither	0	entry4_PF_PLT_noD3
GLYCOLYSIS	1.02165845669308	0.516894612960487	TGFA;PYGL;PHKA2;TPST1;IRS2;ABCB6;HK2;B4GALT4;PDK3;PKM;EXT1;DSC2;P4HA2;LCT;QSOX1;ANKZF1;SAP30;MERTK;PKP2;CD44;SPAG4;RRAGD;IL13RA1;LDHA;G6PD;DEPDC1;PGM2;SLC16A3;B4GALT1;TALDO1;PAM;ALDOA;PGK1;PLOD1;ZNF292;ME2;IER3;RBCK1	1.41052896591298	0.0225749134323387	TGFA;PYGL;PKM;PHKA2;IRS2;B4GALT4;ABCB6;RRAGD;PDK3;TPST1;HK2;QSOX1;P4HA2;DSC2;LDHA;MERTK;SPAG4;CD44;LCT;PAM;SLC16A3;PGK1;TALDO1;EXT1;G6PD;TXN;PGM2;PKP2;IER3;SAP30;ALDOA;IL13RA1;ME2;ANKZF1;B4GALT1;DEPDC1;UGP2;NDST3;PLOD1;GYS1;GLRX;DDIT4;ENO1;ZNF292;CITED2	0.388870509219902	TRUE	IPW_only	0.804347826086957	entry4_PF_PLT_noD3
HEDGEHOG_SIGNALING	1.44153558930456	0.108086397715102	ETS2;SLIT1;CDK5R1;NF1;GLI1;TLE3;TLE1;MYH9;RASA1;ACHE;PML	1.35054295019616	0.15542766514481	ETS2;SLIT1;CDK5R1;TLE1;NF1;TLE3;RASA1;MYH9;GLI1	-0.0909926391083957	TRUE	neither	0.818181818181818	entry4_PF_PLT_noD3
HEME_METABOLISM	2.30859510794709	6.60754938033427e-11	NFE2;SLC22A4;CCND3;ATP6V0A1;GCLM;EZH1;LPIN2;ABCB6;SLC25A37;ADD1;MBOAT2;NARF;LRP10;MARK3;FBXO34;CAST;ERMAP;GAPVD1;MAP2K3;SLC2A1;P4HA2;FOXO3;KHNYN;MPP1;FBXO9;PSMD9;RCL1;USP15;HTATIP2;CA2;NR3C1;NUDT4;SMOX;RHAG;ALAD;TNRC6B;SPTB;ADIPOR1;PICALM;PPP2R5B;KDM7A;BCAM;GDE1;TMCC2;DCAF10;SDCBP;EIF2AK1;HDGF;RAP1GAP;LAMP2;FOXJ2;RBM5;TAL1;RANBP10;KEL;ARHGEF12;DMTN;ANK1;MARCHF8;SEC14L1;SYNJ1;MARCHF2;SLC66A2;LMO2;RHD;RNF19A;KLF3;NEK7;AGPAT4;CTNS;FBXO7;GATA1;RBM38;FN3K;TOP1;XPO7;E2F2;BTRC;DAAM1;UBAC1;DCAF11;HAGH;SPTA1;RHCE;KAT2B;KLF1;MXI1;CLIC2;HTRA2;SLC6A8;SLC6A9;GYPC;CTSB;PDZK1IP1;EPOR;TRIM58;NFE2L1	2.53642644669834	1.07661393140912e-13	NFE2;CCND3;GCLM;SLC22A4;NARF;MBOAT2;FBXO34;ADD1;ABCB6;SLC25A37;LPIN2;LRP10;FBXO9;HTATIP2;MARK3;MPP1;MAP2K3;SLC2A1;P4HA2;CAST;ATP6V0A1;ERMAP;FOXO3;PSMD9;KHNYN;NR3C1;SDCBP;EZH1;DCAF10;GAPVD1;PPP2R5B;SMOX;GDE1;ALAD;RHAG;SPTB;ADIPOR1;LAMP2;NUDT4;KDM7A;MARCHF2;EIF2AK1;USP15;CA2;HDGF;PICALM;NEK7;SLC66A2;RAP1GAP;RCL1;TAL1;ARHGEF12;ANK1;SEC14L1;FOXJ2;TMCC2;RHD;LMO2;DCAF11;RANBP10;DMTN;RBM38;E2F2;KEL;RNF19A;MARCHF8;EPOR;SYNJ1;KLF3;BCAM;GATA1;TNRC6B;CTSB;FN3K;HTRA2;RBM5;YPEL5;RHCE;KAT2B;UBAC1;CCDC28A;XPO7;BTRC;CTNS;TRIM58;SLC6A8;TOP1;FBXO7;CLIC2;HAGH;CDR2;HMBS;MXI1;BSG;DAAM1;XK;RNF123;RIOK3;KLF1;MKRN1;CDC27	0.227831338751254	TRUE	both	0.850467289719626	entry4_PF_PLT_noD3
HYPOXIA	1.94438984481066	1.62107066849125e-05	PFKFB3;NDRG1;FOSL2;SLC2A3;IRS2;SLC6A6;KLF7;TPST2;NFIL3;HK2;AMPD3;PDK3;RBPJ;PGM1;CA12;EXT1;NDST2;KLF6;PIM1;JMJD6;SLC2A1;TIPARP;P4HA2;WSB1;SIAH2;IDS;ANKZF1;SAP30;CCNG2;FOXO3;ADM;NEDD4L;PNRC1;RRAGD;LDHA;NR3C1;CSRP2;PYGM;SERPINE1;PGM2;PPP1R15A;HK1;NDST1;MAP3K1;CDKN1B;PAM;TNFAIP3;ALDOA;MYH9;TMEM45A;GAPDH;PGK1;PHKG1;ZNF292;IER3;ZFP36;KDM3A;CP;CITED2;GBE1;PLAC8;DUSP1;PDK1;ENO1;PRDX5;GYS1;NOCT;VLDLR;DDIT4;S100A4;UGP2;TGM2;GLRX;ATP7A;EFNA1;MXI1	2.23378039471223	3.83372182143582e-08	NDRG1;TPST2;PFKFB3;NFIL3;SLC2A3;FOSL2;AMPD3;IRS2;NDST2;RRAGD;PDK3;HK2;PIM1;RBPJ;KLF6;CCNG2;KLF7;TIPARP;JMJD6;SLC2A1;P4HA2;ADM;PGM1;SLC6A6;LDHA;WSB1;SERPINE1;FOXO3;NR3C1;PAM;PGK1;EXT1;PNRC1;SIAH2;IDS;GAPDH;HK1;PGM2;GBE1;PPP1R15A;TNFAIP3;PLAC8;IER3;SAP30;DUSP1;MAP3K1;ALDOA;CDKN1B;ANKZF1;UGP2;CSRP2;NDST1;MYH9;GYS1;GLRX;DDIT4;ENO1;PRDX5;ZNF292;CITED2;TMEM45A	0.289390549901575	TRUE	both	0.802631578947369	entry4_PF_PLT_noD3
IL2_STAT5_SIGNALING	1.44042847223385	0.0233813743764083	IL1R2;CST7;NDRG1;MAPKAPK2;IGF1R;CCND3;PLSCR1;SLC2A3;CKAP4;IL18R1;SCN9A;IL4R;HYCC2;MXD1;NFIL3;IGF2R;HK2;FURIN;ADAM19;HIPK2;ALCAM;KLF6;PIM1;IL1RL1;DENND5A;SELL;PLEC;IFITM3;CAPG;BATF;DCPS;EMP1;MAP3K8;CD44;SMPDL3A;RRAGD;ETFBKMT;CA2;SHE;CSF1;CAPN3;ST3GAL4;F2RL2;GABARAPL1;SPRED2;IFNGR1;GLIPR2;SLC39A8	1.66268437029006	0.000946573677110871	CST7;CCND3;MAPKAPK2;NDRG1;IL1R2;CKAP4;NFIL3;SLC2A3;PLSCR1;SCN9A;IGF1R;FURIN;ALCAM;RRAGD;HYCC2;SELL;HK2;HIPK2;PIM1;MXD1;KLF6;IFNGR1;IL18R1;BATF;IL4R;CAPG;SMPDL3A;CD44;IGF2R;DENND5A;MAP3K8;IFITM3;ADAM19;PLEC;CSF1;SLC39A8;CAPN3;GADD45B;GLIPR2;IL1RL1;ST3GAL4;CISH;F2RL2;GABARAPL1;DCPS;EMP1;CA2;SOCS1;ETFBKMT	0.222255898056207	TRUE	both	0.901960784313725	entry4_PF_PLT_noD3
IL6_JAK_STAT3_SIGNALING	2.04989865211459	6.63134285901046e-05	IL1R2;IL1R1;IL17RA;IL18R1;TLR2;STAT3;IL4R;IFNAR1;ACVR1B;IL10RB;TNFRSF1A;SOCS3;FAS;PIM1;CSF3R;CBL;PTPN1;IFNGR2;CSF2RA;PDGFC;MAP3K8;CD44;IL13RA1;GRB2;PIK3R5;CSF2RB;CSF1;TGFB1;IFNGR1;MYD88;IRF9;OSMR;SOCS1	2.39163427674797	1.65213568035452e-07	IL1R2;IL1R1;IL17RA;IFNAR1;STAT3;SOCS3;IFNGR2;IL10RB;TNFRSF1A;ACVR1B;TLR2;PIM1;IFNGR1;IL18R1;PTPN1;IL4R;PDGFC;CSF2RB;CD44;CSF3R;FAS;MAP3K8;CSF2RA;MYD88;CSF1;TGFB1;GRB2;CBL;IL13RA1;SOCS1;IRF9;PIK3R5;IL6ST;OSMR;IRF1;IL17RB;ITGB3;PTPN11;TYK2;ACVRL1;IL2RG;CXCL1;PF4;CCR1	0.341735624633377	TRUE	both	0.75	entry4_PF_PLT_noD3
INFLAMMATORY_RESPONSE	1.77405278551066	0.000268882167566868	KIF1B;IL1R1;IL18RAP;IL18R1;LCP2;TLR2;IL4R;IFNAR1;PTPRE;MXD1;ACVR1B;LYN;IRAK2;IFITM1;NFKB1;MEFV;CD55;C3AR1;SEMA4D;PSEN1;RHOG;RNF144B;KLF6;CSF3R;AQP9;IFNGR2;CD82;LDLR;PROK2;EIF2AK2;RAF1;NFKBIA;SELL;FPR1;HIF1A;ADM;ADGRE1;PTAFR;HPN;OSM;PIK3R5;TAPBP;SGMS2;CSF1;FZD5;SERPINE1;NLRP3;TLR1;KCNJ2;GPR132;GNAI3;NOD2;OSMR;DCBLD2;NMI;TNFSF10;NAMPT;CLEC5A;SLC31A2;IL10;RGS16;ITGA5;IRF7;FFAR2;IRF1;ICAM1;TNFAIP6;GNA15;ABI1	2.00874161597813	4.206909340411e-06	IL1R1;KIF1B;IL18RAP;IFNAR1;IFNGR2;LYN;RHOG;PROK2;IRAK2;AQP9;ACVR1B;TLR2;RNF144B;SELL;PTPRE;FPR1;MXD1;KLF6;OSM;IFITM1;IL18R1;NFKB1;NFKBIA;LDLR;IL4R;CD82;ADM;CD55;PTAFR;LCP2;MEFV;HIF1A;C3AR1;PSEN1;SERPINE1;CSF3R;SGMS2;NLRP3;CSF1;ADGRE1;TAPBP;CLEC5A;SLC31A2;SEMA4D;FFAR2;RAF1;GNAI3;EIF2AK2;NAMPT;KCNJ2;NMI;TLR1;PIK3R5;PTGER2;ICAM1;TNFAIP6;GNA15;NOD2;OSMR;IRF1;FZD5;ABI1;ITGB3;TNFSF10;GPR132;GCH1;IRF7	0.234688830467471	TRUE	both	0.888888888888889	entry4_PF_PLT_noD3
INTERFERON_ALPHA_RESPONSE	1.37786435330838	0.0815824459823814	TRIM25;PLSCR1;IL4R;ADAR;IRF2;IFITM1;IFITM2;TRAFD1;TRIM5;EIF2AK2;SELL;TMEM140;IFITM3;TRIM21;PARP9;SP110;TDRD7;CSF1;GBP2;GMPR;IRF9;NMI;HELZ2;BATF2;OGFR;IFI27;TXNIP;SLC25A28;IRF7;MOV10;IRF1;TAP1;RNF31	1.51968596099509	0.0173030042085868	TRIM25;PLSCR1;TRAFD1;SELL;IFITM1;ADAR;IL4R;TMEM140;TRIM21;IFITM2;IRF2;IFITM3;CSF1;TRIM5;EIF2AK2;PARP9;GMPR;NMI;IRF9;TAP1;TDRD7;HELZ2;GBP2;OGFR;IRF1;SLC25A28;SP110;HLA-C;IRF7	0.141821607686708	TRUE	IPW_only	0.823529411764706	entry4_PF_PLT_noD3
INTERFERON_GAMMA_RESPONSE	1.36801146495122	0.0447075559174608	TRIM25;UPP1;EIF4E3;PLSCR1;NLRC5;LATS2;LCP2;STAT3;IL4R;ADAR;IRF2;NFKB1;SOCS3;IFITM2;FAS;PIM1;TRAFD1;PTPN1;JAK2;EIF2AK2;NFKBIA;ZNFX1;FPR1;IFITM3;TRIM21;RNF213;RIPK1;HIF1A;SP110;ARID5B;TDRD7;CD274;MVP;CSF2RB;CASP4;TAPBP;TMT1B;PELI1;C1R;MYD88;MX2;PTPN6;TNFAIP3;TOR1B;IRF9;IFNAR2;FCGR1A;SOCS1;NMI;TNFSF10;NAMPT;RBCK1;HELZ2;ST8SIA4;BATF2;OGFR;PML;IFI27;TXNIP;SLC25A28;IRF7;IRF1;RIGI;ICAM1;TNFAIP6;TAP1;RNF31	1.56084102526351	0.00410031113566547	UPP1;TRIM25;PLSCR1;STAT3;SOCS3;LATS2;EIF4E3;TRAFD1;PIM1;FPR1;ADAR;NFKB1;PTPN1;NFKBIA;IL4R;NLRC5;JAK2;LCP2;CSF2RB;HIF1A;TRIM21;IFITM2;IRF2;FAS;ZNFX1;MYD88;IFITM3;CD274;TOR1B;TAPBP;MVP;TMT1B;PELI1;PTPN6;TNFAIP3;EIF2AK2;NAMPT;FCGR1A;CASP4;ARID5B;RNF213;SOCS1;NMI;IRF9;TAP1;TDRD7;SELP;ICAM1;HELZ2;TNFAIP6;RIPK1;C1R;SPPL2A;OGFR;IRF1;RBCK1;SLC25A28;SP110;TNFSF10;ST8SIA4;IFNAR2;GCH1;IRF7	0.192829560312285	TRUE	both	0.857142857142857	entry4_PF_PLT_noD3
KRAS_SIGNALING_DN	1.04316348552609	0.48758421310756	ZBTB16;PTPRJ;TG;ASB7;CPEB3;MEFV;STAG3;ENTPD7;CCNA1;KCND1;HSD11B2;PTGFR;MAST3	0.948099071636613	0.602723291197044	ZBTB16;ENTPD7;PTPRJ;ASB7;CPEB3;CCNA1;TG;MEFV;STAG3;BARD1;KCND1;PTGFR;MAST3;MAGIX;NR6A1;KMT2D;KLHDC8A;HSD11B2;GTF3C5;GP1BA;CHST2;RYR2;NR4A2	-0.0950644138894774	TRUE	neither	0.565217391304348	entry4_PF_PLT_noD3
KRAS_SIGNALING_UP	0.807155022223018	0.924298752933932	MMP9;ARG1;AVL9;GALNT3;DOCK2;TLR8;C3AR1;TOR1AIP2;CDADC1;LAT2;CBL;LCP1;ADAM17;PTBP2;CSF2RA;NIN;EMP1;GADD45G;F2RL1;CA2;LY96;PPP1R15A;MAP3K1;TNFAIP3;ALDH1A2;MTMR10;DCBLD2;SPRY2;ADAM8;IKZF1;TFPI;RGS16;FCER1G;ITGB2	1.00014335945404	0.549520153550864	MMP9;ARG1;LAT2;GALNT3;CDADC1;AVL9;TLR8;C3AR1;LCP1;TOR1AIP2;F2RL1;CSF2RA;NIN;PTBP2;PPP1R15A;DOCK2;TNFAIP3;GADD45G;CBL;TRIB1;TFPI;MAP3K1;ADAM17;ADAM8;EMP1;CA2;RETN;LY96;MTMR10;LAPTM5;GLRX;SPRY2;ITGB2	0.192988337231018	TRUE	neither	0.763157894736842	entry4_PF_PLT_noD3
