pathway	NES_unweighted	FDR_unweighted	leadingEdge_unweighted	NES_weighted	FDR_weighted	leadingEdge_weighted	delta_NES	direction_agreement	FDR_class	leading_edge_jaccard	scenario
IL2_STAT5_SIGNALING	1.44042847223385	0.0233813743764083	IL1R2;CST7;NDRG1;MAPKAPK2;IGF1R;CCND3;PLSCR1;SLC2A3;CKAP4;IL18R1;SCN9A;IL4R;HYCC2;MXD1;NFIL3;IGF2R;HK2;FURIN;ADAM19;HIPK2;ALCAM;KLF6;PIM1;IL1RL1;DENND5A;SELL;PLEC;IFITM3;CAPG;BATF;DCPS;EMP1;MAP3K8;CD44;SMPDL3A;RRAGD;ETFBKMT;CA2;SHE;CSF1;CAPN3;ST3GAL4;F2RL2;GABARAPL1;SPRED2;IFNGR1;GLIPR2;SLC39A8	1.58913850058167	0.00344089909657111	CST7;MAPKAPK2;NDRG1;IL1R2;CCND3;NFIL3;SLC2A3;CKAP4;IGF1R;PLSCR1;SCN9A;FURIN;HYCC2;IL4R;MXD1;HIPK2;HK2;ALCAM;KLF6;IL18R1;RRAGD;PIM1;SELL;IFNGR1;BATF;DENND5A;ADAM19;IGF2R;CD44;SMPDL3A;PLEC;CAPG;IFITM3;CAPN3;MAP3K8;CSF1;ST3GAL4;IL1RL1;DCPS;SLC39A8;GADD45B;GLIPR2;ETFBKMT;GABARAPL1;F2RL2	0.148710028347824	TRUE	both	0.897959183673469	entry4_SOFA_noD3
IL6_JAK_STAT3_SIGNALING	2.04989865211459	6.63134285901046e-05	IL1R2;IL1R1;IL17RA;IL18R1;TLR2;STAT3;IL4R;IFNAR1;ACVR1B;IL10RB;TNFRSF1A;SOCS3;FAS;PIM1;CSF3R;CBL;PTPN1;IFNGR2;CSF2RA;PDGFC;MAP3K8;CD44;IL13RA1;GRB2;PIK3R5;CSF2RB;CSF1;TGFB1;IFNGR1;MYD88;IRF9;OSMR;SOCS1	2.33707569663866	6.67473506132481e-07	IL1R1;IL1R2;IL17RA;STAT3;IFNAR1;SOCS3;IL10RB;TNFRSF1A;IL4R;ACVR1B;IFNGR2;TLR2;IL18R1;PTPN1;PIM1;IFNGR1;CSF3R;PDGFC;FAS;CSF2RB;CD44;CSF2RA;MAP3K8;CSF1;GRB2;TGFB1;MYD88;CBL;IL13RA1;IRF9;PIK3R5;SOCS1;OSMR;IRF1;IL6ST;TYK2;CXCL1;IL17RB;IL2RG;ACVRL1;CCR1;PTPN11;ITGB3	0.287177044524069	TRUE	both	0.767441860465116	entry4_SOFA_noD3
INFLAMMATORY_RESPONSE	1.77405278551066	0.000268882167566868	KIF1B;IL1R1;IL18RAP;IL18R1;LCP2;TLR2;IL4R;IFNAR1;PTPRE;MXD1;ACVR1B;LYN;IRAK2;IFITM1;NFKB1;MEFV;CD55;C3AR1;SEMA4D;PSEN1;RHOG;RNF144B;KLF6;CSF3R;AQP9;IFNGR2;CD82;LDLR;PROK2;EIF2AK2;RAF1;NFKBIA;SELL;FPR1;HIF1A;ADM;ADGRE1;PTAFR;HPN;OSM;PIK3R5;TAPBP;SGMS2;CSF1;FZD5;SERPINE1;NLRP3;TLR1;KCNJ2;GPR132;GNAI3;NOD2;OSMR;DCBLD2;NMI;TNFSF10;NAMPT;CLEC5A;SLC31A2;IL10;RGS16;ITGA5;IRF7;FFAR2;IRF1;ICAM1;TNFAIP6;GNA15;ABI1	1.96526537599256	1.55822289310602e-05	IL1R1;IL18RAP;KIF1B;IFNAR1;LYN;IL4R;PTPRE;PROK2;MXD1;ACVR1B;IFNGR2;RHOG;TLR2;LCP2;IFITM1;KLF6;RNF144B;FPR1;IL18R1;IRAK2;AQP9;OSM;NFKB1;NFKBIA;CD82;SELL;CD55;MEFV;LDLR;CSF3R;PSEN1;ADM;C3AR1;HIF1A;PTAFR;SGMS2;CSF1;SERPINE1;NLRP3;TAPBP;SEMA4D;RAF1;ADGRE1;EIF2AK2;GNAI3;FFAR2;CLEC5A;PIK3R5;NAMPT;KCNJ2;SLC31A2;TLR1;ICAM1;NMI;GPR132;OSMR;ABI1;TNFAIP6;IRF1;GNA15;HPN;TNFSF10;IRF7;NOD2;PTGER2	0.191212590481904	TRUE	both	0.914285714285714	entry4_SOFA_noD3
INTERFERON_ALPHA_RESPONSE	1.37786435330838	0.0815824459823814	TRIM25;PLSCR1;IL4R;ADAR;IRF2;IFITM1;IFITM2;TRAFD1;TRIM5;EIF2AK2;SELL;TMEM140;IFITM3;TRIM21;PARP9;SP110;TDRD7;CSF1;GBP2;GMPR;IRF9;NMI;HELZ2;BATF2;OGFR;IFI27;TXNIP;SLC25A28;IRF7;MOV10;IRF1;TAP1;RNF31	1.54017744525075	0.0168901586786418	TRIM25;PLSCR1;IL4R;ADAR;IFITM1;TRAFD1;SELL;IRF2;IFITM2;TMEM140;TRIM21;IFITM3;CSF1;TRIM5;PARP9;EIF2AK2;IRF9;TDRD7;SP110;NMI;HELZ2;GMPR;GBP2;TAP1;SLC25A28;IRF1;OGFR	0.162313091942373	TRUE	IPW_only	0.818181818181818	entry4_SOFA_noD3
INTERFERON_GAMMA_RESPONSE	1.36801146495122	0.0447075559174608	TRIM25;UPP1;EIF4E3;PLSCR1;NLRC5;LATS2;LCP2;STAT3;IL4R;ADAR;IRF2;NFKB1;SOCS3;IFITM2;FAS;PIM1;TRAFD1;PTPN1;JAK2;EIF2AK2;NFKBIA;ZNFX1;FPR1;IFITM3;TRIM21;RNF213;RIPK1;HIF1A;SP110;ARID5B;TDRD7;CD274;MVP;CSF2RB;CASP4;TAPBP;TMT1B;PELI1;C1R;MYD88;MX2;PTPN6;TNFAIP3;TOR1B;IRF9;IFNAR2;FCGR1A;SOCS1;NMI;TNFSF10;NAMPT;RBCK1;HELZ2;ST8SIA4;BATF2;OGFR;PML;IFI27;TXNIP;SLC25A28;IRF7;IRF1;RIGI;ICAM1;TNFAIP6;TAP1;RNF31	1.61261358885122	0.00193521531257874	TRIM25;UPP1;PLSCR1;STAT3;LATS2;EIF4E3;SOCS3;IL4R;NLRC5;ADAR;LCP2;FPR1;NFKB1;NFKBIA;PTPN1;PIM1;TRAFD1;IRF2;IFITM2;FAS;CSF2RB;JAK2;HIF1A;TRIM21;ZNFX1;IFITM3;CD274;TAPBP;MVP;MYD88;TMT1B;TNFAIP3;PELI1;PTPN6;ARID5B;EIF2AK2;CASP4;TOR1B;IRF9;RNF213;NAMPT;FCGR1A;TDRD7;RIPK1;SP110;ICAM1;NMI;HELZ2;SOCS1;C1R;IFNAR2;TAP1;MX2;RBCK1;SLC25A28;TNFAIP6;IRF1;OGFR;SPPL2A;SELP;TNFSF10;PML;ST8SIA4;IRF7	0.244602123899998	TRUE	both	0.898550724637681	entry4_SOFA_noD3
KRAS_SIGNALING_DN	1.04316348552609	0.48758421310756	ZBTB16;PTPRJ;TG;ASB7;CPEB3;MEFV;STAG3;ENTPD7;CCNA1;KCND1;HSD11B2;PTGFR;MAST3	0.98786611187954	0.614046416779957	ZBTB16;PTPRJ;ENTPD7;CPEB3;ASB7;TG;MEFV;CCNA1;STAG3;KCND1;MAST3;NR6A1;KMT2D;BARD1;PTGFR;HSD11B2;MAGIX	-0.0552973736465502	TRUE	neither	0.764705882352941	entry4_SOFA_noD3
KRAS_SIGNALING_UP	0.807155022223018	0.924298752933932	MMP9;ARG1;AVL9;GALNT3;DOCK2;TLR8;C3AR1;TOR1AIP2;CDADC1;LAT2;CBL;LCP1;ADAM17;PTBP2;CSF2RA;NIN;EMP1;GADD45G;F2RL1;CA2;LY96;PPP1R15A;MAP3K1;TNFAIP3;ALDH1A2;MTMR10;DCBLD2;SPRY2;ADAM8;IKZF1;TFPI;RGS16;FCER1G;ITGB2	0.902194692304393	0.738916450114182	MMP9;LAT2;ARG1;GALNT3;AVL9;CDADC1;TLR8;C3AR1;TOR1AIP2;CSF2RA;LCP1;F2RL1;NIN;DOCK2;PTBP2;PPP1R15A;CBL;ADAM17;TNFAIP3;GADD45G;MAP3K1;TRIB1;LY96;MTMR10;TFPI;ADAM8;ALDH1A2;EMP1;GLRX;CA2;RETN;ITGB2;FCER1G;SPRY2;IL2RG;IKZF1;LAPTM5	0.0950396700813746	TRUE	neither	0.82051282051282	entry4_SOFA_noD3
MITOTIC_SPINDLE	1.80033485981612	6.91220923075669e-05	CDK5RAP2;KIF1B;CLASP1;AKAP13;KLC1;RANBP9;FGD4;SSH2;PREX1;ARL8A;DOCK2;GSN;TUBA4A;CSNK1D;KIF3C;ROCK1;ARHGEF11;RASA2;SPTBN1;NF1;CLIP1;NIN;WASF2;LMNB1;PPP4R2;CDC42EP2;PXN;CDC42EP4;PAFAH1B1;NOTCH2;NEDD9;CDC42EP1;ARHGEF2;NCK2;PRC1;CNTROB;CDC42BPA;CAPZB;ARFGEF1;STAU1;MYH9;APC;RASA1;FLNB;MARK4;ECT2;ABR;KIF4A;TUBD1;ARHGEF12;ITSN1;ARHGAP27;CYTH2;RALBP1;CDC42;KPTN;ACTN4;ARAP3;TTK;KIF11;MYO9B;MARCKS;ABI1;HDAC6;TAOK2;VCL;MAP1S;MYH10;KIF5B;WASF1;TBCD;NUSAP1;TUBGCP2;CEP192;PCNT;SOS1;RABGAP1;MAP3K11;PDLIM5;KIF15;TLK1;DYNLL2;KIF23	1.8119339813634	8.5345729861582e-05	CDK5RAP2;KIF1B;CLASP1;RANBP9;TUBA4A;ARL8A;AKAP13;FGD4;PREX1;GSN;KIF3C;PPP4R2;LMNB1;KLC1;CDC42EP2;SPTBN1;SSH2;WASF2;PAFAH1B1;CSNK1D;ROCK1;ARHGEF11;RASA2;NIN;DOCK2;NCK2;PXN;CDC42EP4;NF1;CLIP1;CNTROB;ARFGEF1;STAU1;RALBP1;MARCKS;CDC42BPA;MYH9;CAPZB;NOTCH2;ARHGEF2;NEDD9;RASA1;CDC42;TUBD1;APC;CDC42EP1;FLNB;ARHGAP27;ABI1;ECT2;MARK4;ABR;ARHGEF12;KIF5B;KPTN;ACTN4;KIF11;MYH10;TTK;ITSN1;KIF4A;TLK1;MAP1S;MYO9B;VCL;PDLIM5;ARAP3;HDAC6;CYTH2;TAOK2;MAP3K11;TUBGCP2;PRC1;TUBGCP3;RAB3GAP1;SOS1;DYNLL2;CEP192;KIF23;KATNB1;ARHGDIA;CLIP2;MAPRE1;SUN2	0.0115991215472777	TRUE	both	0.855555555555556	entry4_SOFA_noD3
MTORC1_SIGNALING	-1.21967912332138	0.114830934047539	UFM1;GTF2H1;HSPD1;FGL2;EEF1E1;ATP5MC1;HSPA9;M6PR;GGA2;PPIA;CACYBP;HSP90B1;PSMD14;PSMC2;EPRS1;SLC37A4;USO1;STARD4;INSIG1;MTHFD2L;IMMT;SHMT2;PITPNB;SC5D;SEC11A;TCEA1;MLLT11;PRDX1;CANX;SSR1;HSPA4;NUP205;CYB5B;RRP9;CXCR4;PPA1;XBP1;CCT6A;UCHL5;PHGDH;HMGCS1;RPA1;ARPC5L;TRIB3;RPN1;PSMA3;EBP;EDEM1;HSPA5;SERP1;FKBP2;PSMA4;PSMC6;CALR;SYTL2;SORD;HPRT1;EIF2S2;POLR3G	0.8894851609735	0.790753300230108	NFIL3;SLC2A3;SLA;GSR;SKAP2;TUBA4A;NIBAN1;IDI1;SLC6A6;HK2;GSK3B;MAP2K3;ACSL3;LDLR;NUPR1;PGM1;SLC2A1;LDHA;DHCR7;RAB1A;PPP1R15A;G6PD;GLA;NFYC;RIT1;PGK1;UBE2D3;TXNRD1;NAMPT;GBE1;ACTR2;GAPDH;ALDOA;PDAP1	2.10916428429488	FALSE	neither	0	entry4_SOFA_noD3
MYC_TARGETS_V1	-3.13061869681718	6.18934601350443e-27	SRSF7;DDX18;SYNCRIP;BUB3;NPM1;SNRPA1;HNRNPR;ABCE1;SET;EEF1B2;FBL;TOMM70;RPL34;HSPD1;G3BP1;NOP56;RPL22;MRPS18B;MAD2L1;STARD7;RAN;DDX21;NDUFAB1;CCT4;CLNS1A;ILF2;RPS2;RSL1D1;RPLP0;RPS5;PPIA;APEX1;GLO1;MYC;EIF2S1;POLE3;VDAC1;RPS3;RPL6;SNRPD2;RPS10;PSMD14;RPL18;SSBP1;CCT2;EPRS1;PHB1;SRSF2;RPS6;SRSF3;PSMD8;EIF3D;NCBP2;GNL3;IMPDH2;DHX15;IARS1;DUT;PSMA2;PCNA;PRDX4;ERH;KARS1;HNRNPD;HDAC2;C1QBP;CCT7;YWHAQ;PRPS2;RACK1;PABPC4;CANX;SLC25A3;TXNL4A;SERBP1;RRP9;CDK4;MRPL23;ACP1;PHB2;MRPL9;TUFM;NME1;UBE2E1;SNRPA;RFC4;HNRNPA3;CUL1;NAP1L1;HNRNPA1;HSP90AB1;XRCC6;PSMA1;SNRPD1;SNRPB2;CTPS1;ODC1;SRM;SNRPD3;VDAC3;UBA2;TRA2B;RANBP1;PSMA4;PSMC6;AIMP2;EIF4A1;RRM1;RPL14;EIF4E;HPRT1;EIF2S2;MCM5;COX5A;NCBP1;HSPE1;PRDX3;PSMB2;HDDC2;XPOT;CSTF2;SRSF1;SMARCC1;NOLC1;TCP1;CCT3;PWP1;MCM7;COPS5;SSB;PSMC4;CNBP;EIF3B;PPM1G;POLD2;GOT2;SF3B3;CCT5;PSMD7;LSM7;SNRPG;PSMA6	-3.03311088914165	4.79406970700072e-24	DDX18;SRSF7;BUB3;SYNCRIP;SNRPA1;HNRNPR;G3BP1;NPM1;ABCE1;RPL34;EEF1B2;RPL22;FBL;TOMM70;CLNS1A;SET;MRPS18B;MAD2L1;RPS5;CCT4;NOP56;RAN;RPS2;DDX21;RPL6;SNRPD2;PPIA;RPLP0;APEX1;ILF2;HSPD1;RSL1D1;RPS6;MYC;SSBP1;NDUFAB1;EIF3D;CCT2;RPS10;GLO1;STARD7;EPRS1;VDAC1;PHB1;EIF2S1;RPL18;PSMD14;IARS1;POLE3;RPS3;PSMD8;NCBP2;DUT;RACK1;HNRNPA1;IMPDH2;PSMA2;GNL3;DHX15;HNRNPD;PRDX4;CCT7;YWHAQ;SRSF3;PCNA;MRPL9;KARS1;C1QBP;TUFM;HNRNPA3;PRPS2;SNRPA;CDK4;PABPC4;MRPL23;RRP9;ERH;RPL14;RANBP1;NME1;HDAC2;CANX;RFC4;SERBP1;CTPS1;EIF4A1;SNRPD3;NOLC1;ACP1;VDAC3;SRM;AIMP2;ODC1;XRCC6;CUL1;SNRPD1;UBE2E1;SSB;TXNL4A;HDDC2;COX5A;SLC25A3;MCM5;UBA2;NAP1L1;HSPE1;SNRPB2;NCBP1;PHB2;SF3B3;CCT3;CSTF2;RRM1;PSMB2;SRSF2;HSP90AB1;GOT2;SRSF1;POLD2;NOP16;SMARCC1;EIF4E;MCM7;PSMA1;LSM7;PPM1G;XPOT;EIF2S2	0.0975078076755271	TRUE	both	0.888111888111888	entry4_SOFA_noD3
MYC_TARGETS_V2	-2.22695119373384	1.65415489442643e-05	DDX18;WDR43;NPM1;HSPD1;NOP56;NDUFAF4;MYC;PPAN;PHB1;UTP20;PES1;GNL3;DCTPP1;MRTO4;PRMT3;RRP9;CDK4;PUS1;GRWD1;TFB2M;TBRG4;SRM;LAS1L;AIMP2;IMP4;MPHOSPH10;SORD;MCM5;HSPE1;NOLC1;DUSP2;IPO4;TMEM97;MYBBP1A;NIP7;FARSA	-2.23520568665358	1.61690976124516e-05	DDX18;WDR43;NPM1;UTP20;NOP56;NDUFAF4;HSPD1;MYC;PPAN;PHB1;PES1;MRTO4;PUS1;DCTPP1;GNL3;GRWD1;CDK4;SORD;RRP9;LAS1L;NOLC1;MPHOSPH10;IMP4;SRM;AIMP2;TFB2M;TBRG4;PRMT3;MCM5;HSPE1;NOP16;MYBBP1A	-0.00825449291974412	TRUE	both	0.837837837837838	entry4_SOFA_noD3
MYOGENESIS	1.16519760832891	0.279356210443038	ACSL1;SVIL;MEF2A;COL4A2;ITGA7;GSN;MYBPC3;DAPK2;MYOM1;FOXO4;PDLIM7;KLF5;NQO1;TGFB1;PYGM;CLU;KIFC3;MYH9;TPM3;MYH11;NOTCH1;ACHE;RIT1;CKB;GADD45B;DMPK;COL6A3;MYL6B;BAG1;MAPRE3;IFRD1;LSP1;ATP6AP1;GPX3;SMTN;KCNH2;APP;TAGLN;NCAM1;AK1;HDAC5;MYLK;SLC6A8;FLII;MYO1C;CHRNG;GABARAPL2;AKT2;ITGB5;SPARC;PICK1;NAV2;IGFBP7;TSC2;SCD;MAPK12	1.08604914251183	0.38698499043014	ACSL1;MEF2A;MYBPC3;GSN;ITGA7;SVIL;FOXO4;COL4A2;DAPK2;KLF5;TGFB1;PDLIM7;TPM3;GADD45B;RIT1;KIFC3;MYOM1;CLU;MYH9;COL6A3;DMPK;NQO1;MYL6B;NOTCH1;PYGM;ATP6AP1;IFRD1;LSP1;CKB;MYH11;GPX3	-0.0791484658170818	TRUE	neither	0.553571428571429	entry4_SOFA_noD3
NOTCH_SIGNALING	-0.932405789863031	0.640825096232793	DTX4;MAML2;LFNG;HES1;PSEN2;CUL1;ARRB1;FZD1;SKP1	-0.927015268330314	0.670042094576926	DTX4;MAML2;LFNG;PSEN2;HES1;ARRB1;CUL1;FZD1;DTX1;PPARD;SKP1;KAT2A	0.00539052153271724	TRUE	neither	0.75	entry4_SOFA_noD3
OXIDATIVE_PHOSPHORYLATION	-2.43614140782535	1.77311184108886e-12	MRPS30;LRPPRC;PDP1;TIMM17A;CYCS;LDHB;TOMM70;ABCB7;MRPL35;ATP5MC1;HSPA9;NDUFAB1;COX10;NDUFB5;OXA1L;MDH1;MRPL15;ATP5PO;DLAT;ECHS1;TOMM22;VDAC1;COX7C;COX6C;ATP5F1A;NDUFS3;SLC25A4;ACAA2;UQCRC2;ATP5MC2;ECI1;NDUFB2;COX7A2;SLC25A5;BDH2;VDAC2;MRPL11;CASP7;NDUFA4;GLUD1;HSD17B10;IMMT;NDUFV1;ACADSB;TIMM13;PHYH;ATP5MC3;ATP5PB;SLC25A6;PMPCA;NDUFA8;NDUFB8;TIMM50;SLC25A3;FDX1;IDH2;ACADM;SDHD;TIMM10;NDUFA5;PDK4;PHB2;MRPS12;OPA1;TIMM9;NNT;PDHA1;COX4I1;SLC25A12;MGST3;ATP6V1F;SLC25A20;UQCRFS1;NDUFA6;UQCR10;VDAC3;ATP5F1C;SUCLA2;UQCRQ	-2.26994176792003	8.08443090232142e-10	MRPS30;LRPPRC;LDHB;PDP1;MRPL35;TOMM70;TIMM17A;CYCS;OXA1L;DLAT;ABCB7;MDH1;MRPL15;ATP5MC1;NDUFB5;ATP5PO;HSPA9;COX7C;ECHS1;COX10;NDUFAB1;COX6C;ATP5MC2;VDAC1;ACAA2;TOMM22;SLC25A4;NDUFS3;PDK4;NDUFB2;UQCRC2;BDH2;NDUFV1;ATP5MC3;MRPL11;TIMM13;VDAC2;NDUFA8;HSD17B10;ATP5F1A;ECI1;PHYH;SLC25A6;GLUD1;IMMT;SLC25A5;IDH2;PMPCA;CASP7;NDUFA4;ACADM;NDUFA5;TIMM10;ACADSB;TIMM9;MGST3;MRPS12;NDUFB8;COX7A2;SDHD;TIMM50;UQCRQ;ATP5PB;NDUFA6;PDHA1;COX4I1;UQCRFS1;VDAC3;FDX1;UQCR10;OPA1;NDUFS6;NNT;COX5A;MRPS11;IDH3A;ATP6V1F;SLC25A20;MTX2;SLC25A3;SUCLA2;ETFA;COX11;ATP5F1C;PHB2;FH;ATP5PD;GOT2;MDH2;SLC25A12;UQCRB;ATP1B1;ATP5PF;IDH3B;ACO2;ALDH6A1;FXN;NDUFB4;ATP5F1B;NDUFA9;ECH1;NDUFS7;BAX;ATP6V1G1;ACAT1;PRDX3;MRPL34;AIFM1	0.166199639905316	TRUE	both	0.731481481481482	entry4_SOFA_noD3
P53_PATHWAY	1.23988066689496	0.129716075578458	TGFA;UPP1;ZBTB16;GADD45A;NDRG1;CCND3;PTPRE;NUPR1;MXD1;ALOX15B;ACVR1B;ABHD4;APAF1;SP1;CEBPA;HEXIM1;FAS;DRAM1;CDK5R1;TRAFD1;CD82;PRMT2;STOM;FOXO3;INHBB;TOB1;RHBDF2;RNF19B;RXRA;TGFB1;GPX2;PPM1D;CCP110;PPP1R15A;PRKAB1;FGF13;CSRNP2;NOTCH1;SOCS1;CTSD;IP6K2;IER3;DEF6;RGS16;HSPA4L;CYFIP2;TXNIP;MKNK2;STEAP3;SERTAD3;PLK3;ZFP36L1;GM2A;TAP1	1.33001845654628	0.0579047738143621	UPP1;NDRG1;TGFA;GADD45A;CCND3;ZBTB16;DRAM1;ABHD4;ALOX15B;PTPRE;MXD1;ACVR1B;STOM;APAF1;TRAFD1;CD82;CEBPA;NUPR1;PRMT2;FAS;HEXIM1;CDK5R1;SP1;TOB1;FOXO3;RHBDF2;RXRA;RNF19B;PRKAB1;PPP1R15A;TGFB1;IER3;INHBB;SOCS1;CTSD;GPX2;CSRNP2;PLK3;TAP1;CCP110;NOTCH1;PPM1D;ZFP36L1;SERTAD3;MKNK2;GM2A;VDR;DDIT4;FGF13	0.0901377896513231	TRUE	neither	0.839285714285714	entry4_SOFA_noD3
PEROXISOME	-1.01194998672524	0.522815344603381	ABCD2;CLN6;SLC25A4;SLC23A2;HRAS;SCP2;SLC35B2;SLC25A19;DHRS3;EPHX2;PRDX1;CADM1;IDH2;HSD17B4;ERCC3;ACSL5;SOD1;CTPS1;ECI2;ABCB4;ITGB1BP1;ABCD3;ABCB1;MSH2;PEX11B;EHHADH;SMARCC1;ALDH9A1;ISOC1;CNBP;IDE;SLC27A2;RDH11;ECH1;PEX2;MLYCD	-0.947453260144077	0.670042094576926	SLC23A2;ABCD2;CLN6;SLC25A4;HRAS;SLC35B2;ERCC3;EPHX2;IDH2;DHRS3;CADM1;PRDX1;HSD17B4;SLC25A19;ABCB4;ABCB1;SCP2;ECI2;CTPS1;ACSL5;SOD1;MSH2;SLC27A2;SMARCC1;EHHADH;IDE;ITGB1BP1;ABCD3;MLYCD;ISOC1;PEX11B;ALDH1A1;ECH1	0.0644967265811629	TRUE	neither	0.864864864864865	entry4_SOFA_noD3
PI3K_AKT_MTOR_SIGNALING	1.84630269094626	0.000617557589554062	MKNK1;MAP2K6;PRKCB;SLA;MAPK1;CAB39;VAV3;PRKAR2A;DUSP3;GSK3B;RAC1;RALB;TNFRSF1A;PTEN;MAP2K3;SLC2A1;RPS6KA3;RAF1;RIPK1;RPS6KA1;GRB2;PIKFYVE;AKT1S1;CFL1;MYD88;UBE2D3;CDKN1B;YWHAB;IRAK4;RIT1;ACTR2;ITPR2;GRK2;ACTR3;MAPK10;SMAD2;CLTC;TBK1;E2F1;MKNK2;ARF1	1.95573627073285	0.00012048090307871	MKNK1;CAB39;MAP2K6;SLA;PRKCB;TNFRSF1A;MAPK1;PRKAR2A;DUSP3;RAC1;VAV3;PTEN;GSK3B;MAP2K3;RPS6KA3;RALB;SLC2A1;RPS6KA1;GRB2;RAF1;MYD88;CDKN1B;RIT1;YWHAB;CFL1;UBE2D3;IRAK4;ACTR2;RIPK1;SMAD2;ACTR3;AKT1S1;PIKFYVE;GRK2;CLTC;MKNK2;MAPK10;ARF1;TBK1;IL2RG;E2F1;PDK1;ITPR2;PTPN11;PFN1;AP2M1;NFKBIB	0.109433579786586	TRUE	both	0.872340425531915	entry4_SOFA_noD3
PROTEIN_SECRETION	0.735065447878963	0.954163273615635	KIF1B;MAPK1;IGF2R;STX16;RPS6KA3;GNAS;STX7;AP2B1;GLA;CD63;PAM;ARFGEF1;AP1G1;LAMP2;RAB5A;STAM;VAMP3;CLTC;SEC22B;ARF1;SGMS1;COPB1;ABCA1;CLN5;RAB2A;AP2S1;ATP7A	1.00287436282369	0.589732430931765	KIF1B;MAPK1;RPS6KA3;STX16;IGF2R;GNAS;AP2B1;PAM;CD63;GLA;ARFGEF1;STX7;RAB5A;VAMP3;LAMP2;AP1G1;SEC22B;CLTC;ARF1;AP3S1;STAM;ARFGAP3;RAB2A;COPB1;VPS4B;AP2M1;ATP6V1H;CLN5;RAB14	0.267808914944728	TRUE	neither	0.696969696969697	entry4_SOFA_noD3
REACTIVE_OXYGEN_SPECIES_PATHWAY	1.51860276642506	0.0457029665441079	GSR;GCLM;HHEX;MBP;FES;MSRA;SBNO2;CDKN2D;G6PD;NQO1;OXSR1;FTL;TXNRD1;EGLN2;SRXN1;LSP1;GPX3;JUNB;TXN;GLRX;PRDX6	2.00531171514395	0.000533085909021513	GCLM;GSR;HHEX;FES;MSRA;MBP;SBNO2;CDKN2D;G6PD;OXSR1;TXNRD1;LAMTOR5;SRXN1;TXN;NQO1;GLRX;JUNB;EGLN2;FTL;PRDX6;LSP1;GPX3	0.48670894871889	TRUE	both	0.954545454545455	entry4_SOFA_noD3
SPERMATOGENESIS	-0.822343119693517	0.902765819757463	CAMK4;ZC3H14;TSN;SLC12A2;LPIN1;ALOX15;PARP2;TKTL1;PEBP1;RAD17	0.841707129632936	0.798551380715256	PGS1;AGFG1;TLE4;PRKAR2A;CCNA1;CLVS1;BRAF;TALDO1;IP6K1;PHF7;H1-6;CHFR;SHE	1.66405024932645	FALSE	neither	0	entry4_SOFA_noD3
TGF_BETA_SIGNALING	1.6100034295709	0.0233813743764083	FURIN;FKBP1A;HIPK2;TGFBR1;RAB31;IFNGR2;SPTBN1;SMAD1;TGFB1;SKI;SERPINE1;PPP1R15A;UBE2D3;CTNNB1;XIAP;APC;SMURF1;PPM1A;BMPR2;THBS1	1.70107854332795	0.0111521972348722	FKBP1A;RAB31;FURIN;IFNGR2;HIPK2;TGFBR1;SPTBN1;SERPINE1;PPP1R15A;TGFB1;UBE2D3;CTNNB1;THBS1;XIAP;SKI;PPM1A;SMAD1;APC;JUNB;SMURF1;RHOA	0.0910751137570527	TRUE	both	0.863636363636364	entry4_SOFA_noD3
TNFA_SIGNALING_VIA_NFKB	1.66949429548444	0.00100177901981468	BCL6;ETS2;GADD45A;CFLAR;PFKFB3;FOSL2;SLC2A3;B4GALT5;IRS2;TLR2;PTPRE;BCL2A1;MXD1;NFIL3;RCAN1;KLF9;NFKB1;SOCS3;TNIP1;LITAF;DRAM1;KLF6;MAP2K3;DENND5A;TIPARP;IFNGR2;LDLR;NFKBIA;EHD1;BCL3;PER1;RNF19B;MAP3K8;CD44;F2RL1;PNRC1;CEBPB;ZC3H12A;KDM6B;NFE2L2;CSF1;CEBPD;SERPINE1;PPP1R15A;AREG;NFAT5;B4GALT1;STAT5A;TNFAIP3;JAG1;TUBB2A;REL;DNAJB4;GADD45B;NAMPT;IER3;TANK;PHLDA1;TNIP2;ZFP36;IRF1;MARCKS;RIGI;DUSP1;ICAM1;TNFAIP6;TAP1;TRIB1	1.99933150100215	3.66732421369443e-06	BCL6;PFKFB3;ETS2;GADD45A;CFLAR;NFIL3;SLC2A3;B4GALT5;FOSL2;BCL2A1;SOCS3;IRS2;DRAM1;LITAF;PTPRE;MXD1;IFNGR2;TLR2;KLF6;TIPARP;RCAN1;NFKB1;KLF9;NFKBIA;MAP2K3;TNIP1;LDLR;EHD1;DENND5A;CD44;BCL3;F2RL1;MAP3K8;PER1;CSF1;SERPINE1;PNRC1;RNF19B;ZC3H12A;PPP1R15A;CEBPD;GADD45B;KDM6B;CEBPB;TNFAIP3;NFE2L2;AREG;IER3;NAMPT;DUSP1;TRIB1;B4GALT1;STAT5A;MARCKS;JAG1;ICAM1;NFAT5;TAP1;REL;TNFAIP6;IRF1;TNIP2;JUNB;PHLDA1;IL6ST;ZFP36	0.329837205517706	TRUE	both	0.914285714285714	entry4_SOFA_noD3
