pathway	Time	ref_NES	ref_ES	ref_pval	ref_FDR	ref_log2err	ref_coverage	ref_status	ref_family_eligible_n	ref_family_finite_p_n	ref_LE	control_NES	control_ES	control_pval	control_FDR	control_log2err	control_coverage	control_status	control_family_eligible_n	control_family_finite_p_n	control_LE	delta_NES	ref_signed_NES_rank	control_signed_NES_rank	rank_shift	direction_same	FDR_status	ref_LE_n	control_LE_n	shared_LE_n	LE_Jaccard	shared_universe_LE_Jaccard	added_in_control_LE_n	added_fraction_control_LE	added_abs_z_share_control_LE
"ADIPOGENESIS"	"D1"	1.09656766669181	0.354350658355103	0.228877112288771	0.387330497719459	0.0264832773950661	94	"estimable"	44	44	"TKT;TST;QDPR;EPHX2;ETFB;PGM1;ANGPTL4;G3BP2;ALDH2;ITIH5;SULT1A1;SUCLG1;REEP5;SPARCL1;ACADS;ACAA2;TALDO1;UBQLN1;NMT1;IDH1;REEP6;DHCR7;GPX4;YWHAG;PFKL;SORBS1;CAVIN1;LAMA4;COL15A1;ALDOA"	0.996127244927427	0.314255854466236	0.516848315168483	0.75912096290371	0.0139490580992562	137	"estimable"	47	47	"TKT;TST;QDPR;EPHX2;ETFB;PGM1;ANGPTL4;G3BP2;PPM1B;ALDH2;ITIH5;SULT1A1;FABP4;SUCLG1;REEP5;SPARCL1;ACADS;ACAA2;GBE1;TALDO1;DECR1;UBQLN1;ACADM;NMT1;IDH1;REEP6;DHCR7;GPX4;LIPE;PDCD4;YWHAG;ORM1;PFKL;ECHS1;SORBS1;CAVIN1;LAMA4;COL15A1;ALDOA;SLC1A5;UQCR11;ACO2"	-0.100440421764383	27	32	5	TRUE	"neither"	30	42	30	0.714285714285714	0.967741935483871	11	0.261904761904762	0.242543606657571
"ALLOGRAFT_REJECTION"	"D1"	1.11220616290494	0.366294630898039	0.222877712228777	0.387330497719459	0.0269416229575224	70	"estimable"	44	44	"INHBB;CAPG;STAB1;EIF3A;EIF5A;EIF3D;PTPN6;TRAF2;C2;UBE2N;NPM1;IL16;HCLS1;AARS1;NME1;TIMP1;F2;ABI1;LY75;DARS1;HLA-A;RPS3A;WAS;RARS1;ABCE1;EIF4G3;PRKCB;CSK;CD247;PTPRC;STAT1;LCP2;SRGN;RPS9;RPS19;NCK1;CD40;TLR2;FGR;CFP;MMP9"	1.1654300006176	0.375408858490996	0.111488851114889	0.261998800119988	0.0407358500698217	94	"estimable"	47	47	"INHBB;CAPG;STAB1;EIF3A;EIF5A;EIF3D;PTPN6;THY1;TRAF2;C2;UBE2N;CXCL13;NPM1;IL16;HCLS1;AARS1;NME1;TIMP1;F2;ABI1;LY75;CD74;DARS1;HLA-A;EIF3J;RPS3A;FAS;TPD52;WAS;TGFB2;HLA-DRA;RARS1;CTSS;ABCE1;IL18;CD8A;MAP4K1;EIF4G3;PRKCB;CSK;CD247;NCF4;PTPRC;STAT1;LCP2;SRGN;RPS9;RPS19;NCK1;RPL9;CD40;TLR2;FGR;CFP"	0.0532238377126599	26	21	-5	TRUE	"neither"	41	54	40	0.727272727272727	0.975609756097561	14	0.259259259259259	0.244336534700707
"ANDROGEN_RESPONSE"	"D1"	0.830125658893592	0.294049522706036	0.800802809834421	0.952306044127419	0.00726037409241264	30	"estimable"	44	44	"SEC24D;SELENOP;SORD;B4GALT1;PDLIM5;FKBP5;PA2G4;H1-0;RAB4A;PTK2B;TNFAIP8;SMS;RPS6KA3;GSR"	1.06563145832263	0.360751704119582	0.35825077554288	0.58061332587984	0.0193220780175963	48	"estimable"	47	47	"SEC24D;DBI;SELENOP;SORD;NDRG1;PGM3;ZMIZ1;B4GALT1;PDLIM5;FKBP5;XRCC6;XRCC5;TPD52;AZGP1;PA2G4;GPD1L;ADRM1;H1-0;RAB4A;PTK2B;TNFAIP8;SMS;RPS6KA3;GSR"	0.235505799429038	38	29	-9	TRUE	"neither"	14	24	14	0.583333333333333	1	10	0.416666666666667	0.447567981494096
"ANGIOGENESIS"	"D1"	1.14426522662416	0.437363458149095	0.270129605061741	0.440211208248763	0.0240485857811045	17	"estimable"	44	44	"POSTN;LUM;COL3A1;NRP1;LRPAP1;TIMP1;FSTL1;VCAN"	1.10765008932663	0.401985929203993	0.314573877962683	0.528034723723075	0.0214312814210233	25	"estimable"	47	47	"STC1;POSTN;LUM;COL3A1;NRP1;LRPAP1;TIMP1;PRG2;FSTL1;VCAN"	-0.0366151372975301	23	25	2	TRUE	"neither"	8	10	8	0.8	1	2	0.2	0.228271617690068
"APICAL_JUNCTION"	"D1"	0.922110108068367	0.299797071690484	0.715528447155285	0.910457525676004	0.00909671992089806	85	"estimable"	44	44	"WASL;FSCN1;MYH10;VCAM1;EVL;PCDH1;SHC1;LAMC2;B4GALT1;VASP;ZYX;FBN1;VWF;CD99;MAPK14;MMP2;CTNNA1;CAP1;SYK;NECTIN2;VCAN;CDH1;RAC2;ARHGEF6;EPB41L2;YWHAH;NF2;ADAMTS5;ITGA9;RRAS;INPPL1;CD274;PIK3CB;PTPRC;CD209;ARPC2;PFN1;CRAT;ACTB;MMP9;ADAM9;GNAI2;TUBG1;ACTA1;PECAM1;ACTN4;ICAM2;CTNND1;CNN2;FYB1;RHOF;MDK;LIMA1"	0.956869603239275	0.3054988210269	0.633236676332367	0.802834210526316	0.0109797068571934	108	"estimable"	47	47	"WASL;FSCN1;MYH10;VCAM1;FLNC;THY1;EVL;PCDH1;SHC1;ADAM15;TIAL1;LAMC2;B4GALT1;VASP;ZYX;FBN1;VWF;CD99;MAPK14;TGFBI;MMP2;CTNNA1;CAP1;SYK;NECTIN2;VCAN;COL16A1;CDH1;RAC2;ARHGEF6;EPB41L2;GTF2F1;YWHAH;NF2;ADAMTS5;ITGA9;RRAS;INPPL1;ACTG1;CD274;PIK3CB;PTPRC;CD209;ARPC2;HADH;PFN1;CRAT;ACTB;MVD;MMP9;TJP1;ADAM9;GNAI2;TUBG1;ACTA1;PECAM1;ACTN4;ICAM2;CTNND1;SLIT2;CNN2;FYB1;RHOF;MDK;LIMA1;THBS3"	0.0347594951709079	34	35	1	TRUE	"neither"	53	66	53	0.803030303030303	1	13	0.196969696969697	0.203458699389179
"APICAL_SURFACE"	"D1"	NA	NA	NA	NA	NA	12	"coverage_outside_original_15_to_500"	44	44	NA	0.852882777372366	0.331018896309986	0.725819756650856	0.858251674832517	0.00935871346414917	16	"estimable"	47	47	"THY1;B4GALT1;PLAUR;GHRL;SCUBE1"	NA	NA	42	NA	NA	"not_comparable"	0	5	0	0	0	2	0.4	0.444985084717359
"APOPTOSIS"	"D1"	1.20545721256315	0.402075978158437	0.0988901109889011	0.217558244175582	0.0435598039078413	59	"estimable"	44	44	"LGALS3;BMP2;LUM;ETF1;HMOX1;IGF2R;BAX;TIMP1;TNFSF10;F2;GPX4;PLCB2;BCL2L1;LMNA;MMP2;DPYD;DCN;GPX1;DNAJA1;PLAT;BGN;FDXR;RELA;SPTAN1;DNM1L;H1-0;CD44;CD38;CD14;TIMP3;ANXA1;ENO2"	1.30480169444024	0.422565097423945	0.0143960904564402	0.0676616251452688	0.120674297088992	87	"estimable"	47	47	"LGALS3;SOD2;BMP2;LUM;ETF1;ISG20;HMOX1;IGF2R;GSTM1;IGFBP6;MGMT;BAX;TIMP1;TNFSF10;F2;GPX4;PLCB2;PDCD4;BCL2L1;LMNA;MMP2;DPYD;DCN;TGFBR3;FAS;TGFB2;GPX1;DNAJA1;PLAT;BGN;FDXR;IL18;RELA;SPTAN1;GPX3;TIMP2;CASP1;DNM1L;H1-0;CD44;PPP3R1;CD38;TXNIP;CD14;TIMP3;CREBBP;ANXA1;ENO2"	0.0993444818770901	20	14	-6	TRUE	"neither"	32	48	32	0.666666666666667	1	16	0.333333333333333	0.328357735680246
"BILE_ACID_METABOLISM"	"D1"	1.33775292127331	0.468909861902015	0.042096822692192	0.12348401323043	0.068945037482762	33	"estimable"	44	44	"ALDH9A1;EPHX2;AGXT;APOA1;IDH1;SERPINA6;ALDH1A1;HSD17B4;HAO1;PFKM;ACSL1;ISOC1;PRDX5;FDXR;GC;GCLM;SCP2"	1.33373621268207	0.45228569172557	0.0291232986389111	0.105291925848371	0.0834065212039972	47	"estimable"	47	47	"ALDH9A1;ALDH8A1;EPHX2;AGXT;APOA1;SULT1B1;IDH1;SERPINA6;IDH2;ALDH1A1;LIPE;BMP6;HSD17B4;CYP27A1;HAO1;PFKM;ACSL1;ISOC1;PRDX5;FDXR;GC;GCLM;SCP2"	-0.00401670859123993	10	10	0	TRUE	"neither"	17	23	17	0.739130434782609	1	6	0.260869565217391	0.278594181329977
"CHOLESTEROL_HOMEOSTASIS"	"D1"	1.34340998158345	0.479949348520493	0.0474324188523767	0.130439151844036	0.0648554401962692	28	"estimable"	44	44	"LGALS3;ACSS2;ACAT2;ALDOC;DHCR7;FASN;LSS;S100A11;FDPS;PMVK;NIBAN1;GSTM2;ADH4"	1.13015636084521	0.388812869830872	0.248448448448448	0.467083083083083	0.0251123051873433	40	"estimable"	47	47	"LGALS3;PCYT2;ACSS2;ACAT2;ALDOC;DHCR7;FASN;PLAUR;LSS;S100A11;FDPS;FABP5;PMVK;NIBAN1;GSTM2;ADH4"	-0.21325362073824	9	22	13	TRUE	"neither"	13	16	13	0.8125	1	3	0.1875	0.19265771630238
"COAGULATION"	"D1"	1.1218111701615	0.364724018163738	0.184881511848815	0.36956304369563	0.0302960517152992	85	"estimable"	44	44	"HMGCS2;CRIP2;F9;C1S;F10;CTSB;CAPN2;C2;LRP1;MMP1;A2M;APOA1;MMP3;CFI;LTA4H;CSRP1;PRSS23;TIMP1;F2;C9;FN1;PEF1;FBN1;VWF;RAC1;F8;FGA;MMP2;GNG12;FGG"	1.10805886166036	0.353939614248565	0.200879912008799	0.429152539291525	0.0287776612361341	107	"estimable"	47	47	"HMGCS2;CRIP2;F9;SERPINE1;RABIF;C1S;F10;PROC;CTSB;PROZ;CAPN2;C2;LRP1;MMP1;A2M;APOA1;MMP3;CFI;LTA4H;CSRP1;PRSS23;TIMP1;F2;C9;FN1;PEF1;FBN1;VWF;RAC1;F8;FGA;MMP2;GNG12;FGG;ITIH1;CPQ;ARF4;CTSO;C1R;PLAT"	-0.01375230850114	25	24	-1	TRUE	"neither"	30	40	30	0.75	0.882352941176471	6	0.15	0.162087987022028
"COMPLEMENT"	"D1"	0.891363768974022	0.287416374337557	0.797820217978202	0.952306044127419	0.00726262519782228	97	"estimable"	44	44	"LGALS3;C1S;F10;CTSB;XPNPEP1;USP14;EHD1;C2;LRP1;LTA4H;CSRP1;TIMP1;F2;C9;FN1;F8;LAP3;CP;PLA2G7;ITIH1;LIPA;WAS;RHOG;GRB2;C1R;PLAT;GNG2;HSPA5;VCPIP1;SERPING1;HSPA1A;PPP2CB;GZMK;USP15;CFB;CALM1;COL4A2;LCP2;PRKCD;GNB2;PFN1;CDH13;F7;FCER1G;GNB4;C1QC;S100A9;CD55;ADAM9;CD46;GNAI2;DOCK10;USP16;LYN"	0.913168016051098	0.288284392263804	0.774122587741226	0.877394306038225	0.00779308184870934	135	"estimable"	47	47	"LGALS3;SERPINE1;RABIF;C1S;F10;CTSB;XPNPEP1;USP14;EHD1;C2;LRP1;LTA4H;CSRP1;CTSL;CPM;TIMP1;F2;PLAUR;C9;FN1;F8;LAP3;CP;PLA2G7;ITIH1;CPQ;LIPA;WAS;RHOG;CTSO;GRB2;C1R;PLAT;CTSS;GNG2;HSPA5;VCPIP1;SERPING1;TIMP2;CASP1;HSPA1A;PPP2CB;GZMK;USP15;CFB;CALM1;CBLB;COL4A2;LCP2;PRKCD;MMP15;SERPINA1;C1QA;GNB2;PREP;S100A12;PFN1;CDH13;F7;CASP7;FCER1G;GNB4;C1QC;S100A9;CD55;ADAM9;CD46;GNAI2;DOCK10;USP16;LYN;PLEK"	0.021804247077076	36	39	3	TRUE	"neither"	54	72	54	0.75	1	18	0.25	0.245176190217967
"DNA_REPAIR"	"D1"	1.45435764846356	0.493493579022101	0.00359154592447454	0.0316056041353759	0.136831791314999	47	"estimable"	44	44	"ALYREF;SRSF6;APRT;BOLA2;AK1;EDF1;UMPS;NUDT21;RBX1;HCLS1;NME3;NME1;NT5C;DCTN4;GPX4;ITPA;UPF3B;HPRT1;SF3A3;TSG101;GMPR2;SUPT5H;VPS28"	1.40280558339247	0.464936872158582	0.00517383807999535	0.0270189321955313	0.129006250027651	62	"estimable"	47	47	"ALYREF;SRSF6;APRT;BOLA2;AK1;EDF1;TK2;UMPS;NUDT21;RBX1;POLR2A;RALA;HCLS1;NME3;NME1;NT5C;DCTN4;COX17;GPX4;SSRP1;ITPA;UPF3B;HPRT1;SF3A3;TSG101;GMPR2;SUPT5H;VPS28;IMPDH2;GTF2F1;SUPT4H1;DDB1;RFC4;ADRM1;VPS37B"	-0.0515520650710901	4	7	3	TRUE	"both_FDR_lt_05"	23	35	23	0.657142857142857	0.884615384615385	9	0.257142857142857	0.232670116875928
"E2F_TARGETS"	"D1"	1.25853387431768	0.42570146257578	0.061993800619938	0.14356459090933	0.0561393712402482	49	"estimable"	44	44	"HMGA1;SRSF1;ILF3;SYNCRIP;CSE1L;NUDT21;PRPS1;DNMT1;HNRNPD;SRSF2;NME1;RAD50;PRDX4;TMPO;CTPS1;PAICS;XPO1;GSPT1;RAN;EIF2S1;PA2G4;HMGB3;RBBP7;PNN;NASP;PRKDC;LBR;RANBP1;IPO7;NOP56;SNRPB;AK2;SMC3;TUBB;H2AZ1;LMNB1;SMC1A"	1.31377131155469	0.432529366849187	0.0201	0.0858818181818182	0.100860025098152	69	"estimable"	47	47	"HMGA1;MRE11;PSIP1;SRSF1;SHMT1;ILF3;SYNCRIP;CSE1L;LUC7L3;NUDT21;PRPS1;DNMT1;HNRNPD;SRSF2;NME1;RAD50;PRDX4;TMPO;CTPS1;STMN1;SSRP1;PAICS;XRCC6;XPO1;GSPT1;RAN;MCM5;EIF2S1;TRA2B;MCM3;PA2G4;HMGB3;RBBP7;PNN;NASP;PRKDC;LBR;RANBP1;IPO7;NOP56;SNRPB;AK2;SMC3;SMC4;TUBB;H2AZ1;PHF5A;LMNB1;SMC1A;RFC2"	0.0552374372370101	17	13	-4	TRUE	"neither"	37	50	37	0.74	1	13	0.26	0.276102085661202
"EPITHELIAL_MESENCHYMAL_TRANSITION"	"D1"	1.35644876456295	0.436317508233243	0.0022201932478368	0.0244221257262049	0.136831791314999	102	"estimable"	44	44	"NNMT;COL1A2;POSTN;LGALS1;LOX;COL1A1;LUM;COL6A2;TGM2;CAPG;IGFBP2;COL6A3;FBLN1;COLGALT1;VCAM1;THBS2;COL3A1;ECM1;ELN;LRP1;MMP1;NOTCH2;BASP1;ABI3BP;MMP3;LAMC2;TIMP1;PVR;FERMT2;FN1;WIPF1;TNC;FBN1;PLOD1;MMP2;DCN;FSTL1;MATN2;VCAN;BGN;PLOD3;IGFBP4;PTX3;CCN1;VEGFC;COPA;VIM;FBLN5;CD44;MGP;SERPINH1;COL4A2;PCOLCE2;TIMP3"	1.45031468162089	0.457077301897418	3.7552202527807e-05	0.000441238379701732	0.17664908299824	140	"estimable"	47	47	"NNMT;COL1A2;POSTN;CRLF1;LGALS1;LOX;COL1A1;LUM;LAMA2;COL6A2;TGM2;CAPG;SERPINE1;IGFBP2;COL6A3;FBLN1;COLGALT1;VCAM1;THBS2;COL3A1;TAGLN;THY1;EFEMP2;ECM1;ELN;FZD8;LRP1;MMP1;NOTCH2;BASP1;ABI3BP;MMP3;LAMC2;TIMP1;PVR;PLAUR;FERMT2;FN1;WIPF1;TNC;FUCA1;FBN1;SPOCK1;PLOD1;TGFBI;MFAP5;MMP2;DCN;LOXL2;FSTL1;TGFBR3;FAS;SDC1;MATN2;VCAN;COL16A1;BGN;PLOD3;IGFBP4;PTX3;MATN3;VEGFA;CCN1;VEGFC;SDC4;COPA;VIM;FBLN5;CD44;MGP;SERPINH1"	0.0938659170579401	7	4	-3	TRUE	"both_FDR_lt_05"	54	71	51	0.689189189189189	0.944444444444444	20	0.28169014084507	0.268235892471296
"ESTROGEN_RESPONSE_EARLY"	"D1"	1.34407357929093	0.454067280036894	0.0196	0.08624	0.10216770010847	50	"estimable"	44	44	"BLVRB;INHBB;TGM2;STC2;OLFM1;CCN5;ABAT;THSD4;PODXL;SLC7A5;PRSS23;FLNB;DHCR7;FASN;B4GALT1;MYBBP1A;FKBP5;NHERF1;TFF1"	1.26817011686243	0.418987281238267	0.0449	0.13189375	0.0665778123685815	65	"estimable"	47	47	"PDLIM3;BLVRB;INHBB;TGM2;STC2;OLFM1;FKBP4;CCN5;ABAT;THSD4;PODXL;SLC7A5;PRSS23;FLNB;DHCR7;FASN;B4GALT1;MYBBP1A;FKBP5;NHERF1;TFF1"	-0.0759034624285	8	15	7	TRUE	"neither"	19	21	19	0.904761904761905	1	2	0.0952380952380952	0.124557559197183
"ESTROGEN_RESPONSE_LATE"	"D1"	1.25352681653275	0.421560225264763	0.0596940305969403	0.14356459090933	0.0572815437800962	53	"estimable"	44	44	"UGDH;BLVRB;TST;HMGCS2;SORD;ETFB;PTPN6;OLFM1;CCN5;ASS1;SLC7A5;PRSS23;LAMC2;FLNB;DHCR7;FKBP5;DCXR;NHERF1;TFF1;HPRT1"	1.36143644609991	0.443586403348808	0.00475402260076208	0.0270189321955313	0.129006250027651	80	"estimable"	47	47	"PDLIM3;UGDH;BLVRB;TST;HMGCS2;SORD;ISG20;ETFB;PTPN6;OLFM1;FKBP4;CCN5;SERPINA3;ASS1;GALE;SLC7A5;PRSS23;LAMC2;FLNB;DHCR7;IDH2;FKBP5;GFUS;DCXR;PDCD4;PLXNB1;NHERF1;TFF1;METTL3;FABP5;HPRT1"	0.10790962956716	18	9	-9	TRUE	"control_only"	20	31	20	0.645161290322581	1	11	0.354838709677419	0.344703939640028
"FATTY_ACID_METABOLISM"	"D1"	1.35766251706866	0.443838094031588	0.00553867917152892	0.0404673376444936	0.129006250027651	78	"estimable"	44	44	"CBR1;CBR3;MIF;UGDH;LGALS1;ALDH9A1;GRHPR;ADSL;HMGCS2;LDHA;CRYZ;PRDX6;ADH1C;PSME1;ENO3;ACAT2;SUCLG1;ACADS;SUCLG2;ACAA2;ECI2;IDH1;HMGCL;EHHADH;REEP6;FASN;ALDH1A1;HSD17B4;METAP1;APEX1;ACSL1;ALDOA;BLVRA;MDH1;HSP90AA1;ACAA1;HSPH1;CPOX;YWHAH"	1.2252556586596	0.391186174072085	0.0396960303969603	0.124380895243809	0.071001584690387	108	"estimable"	47	47	"CBR1;CBR3;MIF;UGDH;LGALS1;ALDH9A1;GRHPR;ADSL;HMGCS2;LDHA;CRYZ;PRDX6;HSDL2;ADH1C;PSME1;ENO3;ACAT2;SUCLG1;ACADS;SUCLG2;ACAA2;ECI2;DECR1;ACADM;IDH1;HMGCL;EHHADH;REEP6;FASN;ALDH1A1;HSD17B4;ACADVL;METAP1;ECI1;ECHS1;APEX1;ACSL1;ALDOA;BLVRA;MDH1;HSP90AA1;ACAA1;ACO2;HSPH1;CPOX;YWHAH;DLST;MDH2;GLUL;MCEE;S100A10;MLYCD;ENO2;FH;HSD17B10;HADHB;SMS;HIBCH;EPHX1;HADH;ERP29;CRAT;CA4;H2AZ1;GCDH;RAP1GDS1;GSTZ1;SDHA;ETFDH;UBE2L6"	-0.13240685840906	6	17	11	TRUE	"reference_only"	39	70	39	0.557142857142857	0.764705882352941	19	0.271428571428571	0.214187046936098
"G2M_CHECKPOINT"	"D1"	1.37899125339494	0.460546822313581	0.00716335815872534	0.0404673376444936	0.129006250027651	58	"estimable"	44	44	"MT2A;HMGA1;CUL1;SRSF1;G3BP1;EWSR1;PRMT5;ILF3;SYNCRIP;CUL4A;NOTCH2;BUB3;NCL;HNRNPD;SRSF2;PAFAH1B1;SLC7A5;SFPQ;TMPO;UPF1;HSPA8;XPO1;CUL3;MAPK14;GSPT1;PRP4K;KPNB1;RAD23B;CUL5;HMGB3;TOP1;SRSF10;SLC7A1;DKC1;HMGN2;RBM14;DTYMK;PML;NASP"	1.40420794867317	0.460242961166576	0.00305932121976287	0.020541156761265	0.136831791314999	73	"estimable"	47	47	"MT2A;HMGA1;CUL1;SRSF1;G3BP1;EWSR1;PRMT5;ILF3;TLE3;SYNCRIP;CUL4A;NOTCH2;BUB3;NCL;HNRNPD;SRSF2;PAFAH1B1;SLC7A5;SFPQ;TMPO;UPF1;STMN1;HSPA8;XPO1;CUL3;MAPK14;GSPT1;SS18;MCM5;PRP4K;TRA2B;KPNB1;MCM3;RAD23B;CUL5;HMGB3;TOP1;SRSF10;SLC7A1;DKC1;HMGN2;RBM14;DTYMK;ABL1;PML;NASP"	0.02521669527823	5	6	1	TRUE	"both_FDR_lt_05"	39	46	39	0.847826086956522	1	7	0.152173913043478	0.139612354389067
"GLYCOLYSIS"	"D1"	1.54143050983816	0.503044833744007	4.73563211887357e-05	0.000780658100690534	0.17664908299824	80	"estimable"	44	44	"PMM2;MIF;AKR1A1;ENO1;ALDH9A1;AGL;PGK1;FUT8;LDHA;AGRN;GMPPA;STC2;ANGPTL4;GCLC;GMPPB;PRPS1;PKM;GALK1;TALDO1;PGLS;PGAM1;IDH1;B3GALT6;B4GALT1;PYGL;PLOD1;GNPDA1;DCN;RPE;ALDOB;PFKP;PYGB;UGP2;ALDOA;VCAN;MDH1;GFPT1;IRS2;PSMC4;HDLBP;RARS1;GYS1;HSPA5"	1.62901972726253	0.518506069837561	8.00756350788781e-08	1.25451828290242e-06	0.223445379541825	116	"estimable"	47	47	"PMM2;STC1;MIF;AKR1A1;ENO1;GLRX;ALDH9A1;AGL;PGK1;DSC2;FUT8;TPI1;LDHA;AGRN;GMPPA;ISG20;STC2;PAM;FKBP4;ANGPTL4;ALDH7A1;GAL3ST1;GCLC;GMPPB;PRPS1;B3GAT3;PKM;GALE;GALK1;TALDO1;PGLS;PGAM1;IDH1;GALK2;B3GALT6;B4GALT1;ANKZF1;PYGL;STMN1;GFUS;PLOD1;TGFBI;GNPDA1;DCN;BPNT1;RPE;ALDOB;PFKP;PYGB;UGP2;TPST1;SDC1;ALDOA;VCAN;MDH1;GFPT1;IRS2;PSMC4;HDLBP;RARS1;GYS1;HSPA5;VEGFA;GOT2;PPP2CB;CHST12;MDH2;COPB2"	0.08758921742437	3	3	0	TRUE	"both_FDR_lt_05"	43	68	43	0.632352941176471	0.934782608695652	22	0.323529411764706	0.328952440481216
"HEDGEHOG_SIGNALING"	"D1"	NA	NA	NA	NA	NA	10	"coverage_outside_original_15_to_500"	44	44	NA	0.768115093343294	0.301602522039307	0.829432477216239	0.885984691571891	0.00719503247141704	15	"estimable"	47	47	"TLE3;THY1;NRP1"	NA	NA	46	NA	NA	"not_comparable"	0	3	0	0	0	2	0.666666666666667	0.681654052155515
"HEME_METABOLISM"	"D1"	1.22404395533828	0.398239074008852	0.0525947405259474	0.136127563714217	0.0612585710281592	84	"estimable"	44	44	"GMPS;HAGH;BLVRB;HTATIP2;FTCD;MYL4;CTSB;SELENBP1;GCLC;ALDH6A1;PGLS;FECH;CAST;BMP2K;MAP2K3;DCUN1D1;FBXO7;RNF123;RBM38;PICALM;SYNJ1;PSMD9;BLVRA;KHNYN;TOP1;CPOX;GCLM;HBZ;TNS1;H1-0;USP15;TCEA1;TRIM58;MARK3;BPGM;BSG;FN3K;DCAF11;GAPVD1;AHSP;SDCBP"	1.0955403041507	0.347783824834152	0.222777722227777	0.43627303936273	0.0269494033633481	120	"estimable"	47	47	"GMPS;HAGH;BLVRB;HTATIP2;FTCD;MYL4;CTSB;HDGF;HMBS;SELENBP1;GCLC;ALDH6A1;PGLS;MINPP1;FECH;CAST;BMP2K;HEBP1;UBAC1;MAP2K3;DCUN1D1;FBXO7;RNF123;RBM38;PICALM;SYNJ1;PSMD9;BLVRA;KHNYN;TOP1;CPOX;GCLM;HBZ;TNS1;H1-0;USP15;TCEA1;TRIM58;MARK3;BPGM;BSG;FN3K;DCAF11;PRDX2;GAPVD1;AHSP;SDCBP;ATP6V0A1;RAD23A;NUDT4;HBQ1;BCAM;TMCC2;PPOX;LRP10;AGPAT4;XPO7;NEK7;ACP5;TMEM9B"	-0.12850365118758	19	26	7	TRUE	"neither"	41	60	41	0.683333333333333	0.872340425531915	13	0.216666666666667	0.191527974249734
"HYPOXIA"	"D1"	1.56247724286976	0.513588348654048	5.32266886834455e-05	0.000780658100690534	0.17664908299824	72	"estimable"	44	44	"MT2A;MIF;PKLR;ENO1;LOX;PGK1;GRHPR;TGM2;LDHA;CSRP2;STC2;HMOX1;PGM1;TES;SELENBP1;XPNPEP1;ANGPTL4;CCN5;ENO3;NAGK;GAPDH;GALK1;ALDOC;B3GALT6;PFKL;DCN;CP;CAVIN1;ALDOB;PFKP;UGP2;ALDOA;IRS2;PRDX5;HDLBP;BGN;GYS1;HSPA5"	1.73053016313713	0.555292221336277	4.85528628469165e-09	1.14099227690254e-07	0.241348594177983	100	"estimable"	47	47	"MT2A;IGFBP1;STC1;MIF;PKLR;PCK1;ENO1;GLRX;LOX;PGK1;GRHPR;FBP1;TGM2;TPI1;LDHA;SERPINE1;CSRP2;ISG20;STC2;PAM;NDRG1;HMOX1;PGM1;TES;SELENBP1;XPNPEP1;ANGPTL4;CCN5;ENO3;NAGK;GAPDH;GALK1;GBE1;ALDOC;B3GALT6;ANKZF1;PLAUR;GAA;PYGM;TGFBI;PFKL;GPI;DCN;CP;CAVIN1;ALDOB;TPD52;PFKP;UGP2;ALDOA;IRS2;PRDX5;HDLBP;BGN;GYS1;HSPA5;VEGFA;CCN1;ANXA2;LXN;SDC4;EFNA1"	0.16805292026737	2	1	-1	TRUE	"both_FDR_lt_05"	38	62	38	0.612903225806452	0.926829268292683	21	0.338709677419355	0.349448323124118
"IL2_STAT5_SIGNALING"	"D1"	1.31581741572747	0.440508315129896	0.0248975102489751	0.0900397732080901	0.0903747338112327	56	"estimable"	44	44	"AHNAK;BMP2;AHCY;TGM2;CAPG;COL6A1;RNH1;IGF2R;ECM1;UMPS;CTSZ;ITIH5;ENO3;NRP1;GSTO1;CYFIP1;TNFSF10;GPX4;MAPKAPK2;BCL2L1"	1.20072250439844	0.391637394907724	0.0838	0.207294736842105	0.0477188632185394	79	"estimable"	47	47	"AHNAK;BMP2;AHCY;TGM2;CAPG;COL6A1;NOP2;AGER;NDRG1;RNH1;IGF2R;ECM1;UMPS;CTSZ;ITIH5;ENO3;NRP1;CST7;GSTO1;CYFIP1;TNFSF10;GPX4;MAPKAPK2;BCL2L1"	-0.11509491132903	12	19	7	TRUE	"neither"	20	24	20	0.833333333333333	1	4	0.166666666666667	0.172322821214689
"IL6_JAK_STAT3_SIGNALING"	"D1"	0.775007076799071	0.275699278994455	0.865581675708258	0.969003099690031	0.00578426690537807	29	"estimable"	44	44	"HMOX1;A2M;CBL;PTPN1;GRB2;CD44;CD38;CD14;STAT1;TLR2;ITGA4;IL6ST;STAM2;STAT3;PTPN11;TYK2"	0.83753715621095	0.289024088821005	0.802722450205185	0.877394306038225	0.00717021656570446	39	"estimable"	47	47	"HMOX1;CXCL13;A2M;CBL;FAS;PTPN1;GRB2;CD44;CD38;CD14;STAT1;IL18R1;TLR2;ITGA4;IL6ST;STAM2;STAT3;PTPN11;IFNGR1;TYK2"	0.0625300794118791	41	43	2	TRUE	"neither"	16	20	16	0.8	1	4	0.2	0.215724188735812
