pathway	Time	ref_NES	ref_ES	ref_pval	ref_FDR	ref_log2err	ref_coverage	ref_status	ref_family_eligible_n	ref_family_finite_p_n	ref_LE	control_NES	control_ES	control_pval	control_FDR	control_log2err	control_coverage	control_status	control_family_eligible_n	control_family_finite_p_n	control_LE	delta_NES	ref_signed_NES_rank	control_signed_NES_rank	rank_shift	direction_same	FDR_status	ref_LE_n	control_LE_n	shared_LE_n	LE_Jaccard	shared_universe_LE_Jaccard	added_in_control_LE_n	added_fraction_control_LE	added_abs_z_share_control_LE
"CHOLESTEROL_HOMEOSTASIS"	"D5"	0.691962328602527	0.191963873274582	0.884066829665852	0.94875464647067	0.00563308483940681	28	"estimable"	44	44	"LGALS3;SEMA3B;DHCR7;PLSCR1"	-0.855116640974141	-0.125959203452706	0.596981271108801	0.744854668489885	NA	40	"estimable_precision_uncertain"	47	47	"CLU;LDLR;CTNNB1;FABP5;ACSS2;MVD;TM7SF2;ACAT2;CD9;PCYT2;ANTXR2;GNAI1;PMVK;CYP51A1;EBP;HSD17B7;ALDOC;ALCAM;S100A11;FDFT1;PDK3;LPL;FASN;ADH4;STX5;SQLE;FDPS"	-1.54707896957667	42	47	5	FALSE	"neither"	4	27	0	0	0	8	0.296296296296296	0.19721916871148
"COAGULATION"	"D5"	0.821627989385286	0.19509959820212	0.824282428242824	0.923286986095829	0.00666489741855792	85	"estimable"	44	44	"FGG;FGA;FURIN;PLAT;FBN1;HTRA1;CAPN2;MMP2;C1R;MMP1;LRP1;CRIP2;APOA1;P2RY1"	0.793711305053978	0.191943476467134	0.893510648935106	0.954431829544318	0.00498057008308177	107	"estimable"	47	47	"FGG;FGA;SERPINE1;FURIN;PLAT;FBN1;HTRA1;CAPN2;MMP2;C1R;MMP1;LRP1;CRIP2;C1QA;APOA1;P2RY1;COMP;PLAU;F13B;RABIF;F8;C8B"	-0.027916684331308	39	43	4	TRUE	"neither"	14	22	14	0.636363636363636	0.823529411764706	5	0.227272727272727	0.211774597902716
"COMPLEMENT"	"D5"	0.694033345556506	0.162577335449157	0.959404059594041	0.981715781910181	0.00296766943986263	97	"estimable"	44	44	"LGALS3;EHD1;PLAT;LIPA;C1QC;C1R;LRP1;WAS;USP8;APOA4;COL4A2;XPNPEP1;PLSCR1;RHOG;PLA2G7;VCPIP1;F8;ITGAM;FN1;CTSB;LAP3;GNB2;PRKCD;CSRP1;PRCP;STX4;PCSK9;C1S;GPD2;LCP2;CASP3;TIMP1;MMP14;PLA2G4A;PIK3CG;CR1;GNB4;GNAI2;PIK3CA"	0.843914196582201	0.200258624530702	0.845815418458154	0.940780340570594	0.00615969475657178	135	"estimable"	47	47	"LGALS3;SERPINE1;EHD1;PLAT;LIPA;C1QC;C1R;LRP1;WAS;USP8;APOA4;C1QA;COL4A2;RAF1;XPNPEP1;TIMP2;PLSCR1;APOBEC3G;RHOG;PLA2G7;RABIF;VCPIP1;F8;ITGAM;RBSN;FN1;CPM;CTSB;LAP3;GNB2;CASP7;PRKCD;CSRP1;CTSS;DGKH;PRCP;STX4;SH2B3;CEBPB;PCSK9;LAMP2;C1S;GPD2;LCP2;CASP3;PLAUR;TIMP1;MMP15;MMP14;PLA2G4A;PIK3CG;CR1;GNB4;GNAI2;PIK3CA;PDP1;CPQ;CALM1"	0.149880851025695	41	41	0	TRUE	"neither"	39	58	39	0.672413793103448	0.975	18	0.310344827586207	0.301705976271395
"DNA_REPAIR"	"D5"	1.026259510311	0.26172522742291	0.445068163592622	0.675275834416392	0.0161463029844099	47	"estimable"	44	44	"NME3;GMPR2;SRSF6;HCLS1;ALYREF;EDF1;IMPDH2;RBX1;APRT;NT5C3A;VPS28;SUPT5H;SEC61A1;BOLA2;GTF3C5;ARL6IP1;TSG101;GPX4;TMED2;DCTN4;SDCBP;UMPS;VPS37B"	1.02613980810908	0.262744970936257	0.441144114411441	0.649721444447652	0.0162414825959814	62	"estimable"	47	47	"NME3;GMPR2;SRSF6;HCLS1;POLR2A;RFC2;ALYREF;COX17;EDF1;IMPDH2;RBX1;APRT;TK2;NT5C3A;VPS28;RALA;SUPT5H;SEC61A1;DUT;BOLA2;GTF3C5;ARL6IP1;TSG101;GPX4;TMED2;DCTN4;SDCBP;UMPS;VPS37B;AK3"	-0.000119702201919925	29	31	2	TRUE	"neither"	23	30	23	0.766666666666667	1	7	0.233333333333333	0.238111995850963
"E2F_TARGETS"	"D5"	1.12651853445147	0.285685885606017	0.287746718765655	0.554158831766353	0.0227312634781195	49	"estimable"	44	44	"GSPT1;LMNB1;HMGA1;RANBP1;TMPO;H2AZ1;CTPS1;LBR;ILF3;SRSF1;TUBG1;EIF2S1;PRKDC;CSE1L;PA2G4;RAD50;SMC1A;AK2"	1.1314529054249	0.286705673718675	0.247824782478248	0.461248275862069	0.025139253499649	69	"estimable"	47	47	"GSPT1;LMNB1;HMGA1;RFC2;PSIP1;TRA2B;RANBP1;TMPO;H2AZ1;CTPS1;LBR;MRE11;XRCC6;ILF3;SRSF1;TUBG1;EIF2S1;PRKDC;CSE1L;PA2G4;RAD50;SMC1A;AK2;SHMT1;TRIP13;DUT;PRPS1"	0.00493437097342997	22	25	3	TRUE	"neither"	18	27	18	0.666666666666667	0.947368421052632	8	0.296296296296296	0.296127346087635
"EPITHELIAL_MESENCHYMAL_TRANSITION"	"D5"	1.9378599732838	0.451979369786838	1.28914932222138e-07	5.67225701777406e-06	0.218740739393273	102	"estimable"	44	44	"COLGALT1;POSTN;COL6A3;ABI3BP;VEGFC;COL6A2;TNC;LOX;IGFBP2;MATN2;VCAN;COL12A1;TNFRSF11B;ELN;FBN1;IGFBP4;THBS2;HTRA1;PTX3;LGALS1;COL1A2;WIPF1;CAPG;MMP2;COL1A1;VCAM1;MMP1;LRP1;CXCL12;PLOD1;COL4A2;LAMC2;COL3A1;LAMC1;NNMT;FBLN1;COL4A1;COMP;PCOLCE2"	1.9702047164111	0.466277671221741	1.41053540989467e-10	6.62951642650495e-09	0.262012932415676	140	"estimable"	47	47	"COLGALT1;FZD8;POSTN;COL6A3;ABI3BP;VEGFC;COL6A2;TNC;LOX;IGFBP2;MATN2;VCAN;COL12A1;MATN3;LAMA2;TNFRSF11B;ELN;TGFBI;SERPINE1;FBN1;QSOX1;IGFBP4;MXRA5;THBS2;HTRA1;PTX3;CXCL6;LGALS1;TAGLN;COL1A2;WIPF1;CAPG;MMP2;COL1A1;VCAM1;MMP1;LRP1;CXCL12;COL16A1;SPOCK1;PLOD1;FUCA1;PPIB;COL4A2;EFEMP2;LAMC2;COL3A1;PCOLCE;LAMC1;NNMT;FBLN1;CRLF1;COL4A1;COMP;PCOLCE2"	0.0323447431273001	1	1	0	TRUE	"both_FDR_lt_05"	39	55	39	0.709090909090909	1	16	0.290909090909091	0.28562311373533
"ESTROGEN_RESPONSE_EARLY"	"D5"	1.45393150439003	0.367808953979766	0.0239406991886207	0.3412047228337	0.0922972084621158	50	"estimable"	44	44	"THSD4;B4GALT1;CCN5;STC2;INHBB;IGFBP4;OLFM1;SEMA3B;CXCL12;DHCR7;ABAT;BLVRB;DYNLT3;MYBBP1A;SNX24;RAB31"	1.53033015939053	0.390015935503751	0.00362723496597613	0.0670566958394358	0.136831791314999	65	"estimable"	47	47	"THSD4;B4GALT1;OLFML3;CCN5;STC2;INHBB;PDLIM3;IGFBP4;CELSR2;OLFM1;SEMA3B;CXCL12;DHCR7;ABAT;BLVRB;ARL3;KLK10;DYNLT3;MYBBP1A;SNX24;RAB31"	0.0763986550005	4	2	-2	TRUE	"neither"	16	21	16	0.761904761904762	1	5	0.238095238095238	0.240796005626228
"ESTROGEN_RESPONSE_LATE"	"D5"	1.22773406461912	0.308312386578482	0.152829243865799	0.478417152434461	0.0340037974197033	53	"estimable"	44	44	"LSR;CCN5;PTPN6;IGFBP4;OLFM1;SEMA3B;CXCL12;DHCR7;LAMC2;BLVRB;DYNLT3;UGDH;RAB31;SORD;COX6C;ETFB;JAK1;FLNB;PRSS23;ALDH3A2;FKBP5;ADD3;SLC27A2;RABEP1;PAPSS2;ASS1;TST;HMGCS2;GLA;ALDH3B1;HPRT1;RPS6KA2;CDH1"	1.16843270828357	0.291415704510784	0.1798	0.362451254874513	0.0308187898420047	80	"estimable"	47	47	"LSR;CCN5;PDLIM3;PTPN6;IGFBP4;CELSR2;OLFM1;SEMA3B;CXCL12;DHCR7;LAMC2;BLVRB;ISG20;ARL3;KLK10;DYNLT3;UGDH;RAB31;SORD;COX6C;ETFB;JAK1;FLNB;METTL3;PLXNB1;PRSS23;ALDH3A2;FKBP5;ADD3;PDCD4;SLC27A2;RABEP1;PAPSS2;ASS1;TST;FKBP4;HMGCS2;GLA;ALDH3B1;IDH2;SERPINA3;HPRT1;RPS6KA2"	-0.05930135633555	12	21	9	TRUE	"neither"	33	43	32	0.727272727272727	0.96969696969697	11	0.255813953488372	0.252520840816966
"FATTY_ACID_METABOLISM"	"D5"	0.804892980282301	0.192965233861316	0.839351805541662	0.923286986095829	0.00631949971157326	78	"estimable"	44	44	"CBR1;CBR3;ACADS;LGALS1;ACAA2;SUCLG2;HMGCL;GRHPR;METAP1;H2AZ1;UGDH;HSD17B11;ECI2;DLD;ETFDH;ACAA1;MCEE;EPHX1;ACOT8;IDH1;ACSL1;SMS;ALDH9A1;ALDH3A2;CRYZ;RAP1GDS1;NSDHL;GPD2;CPOX;MIF;CRAT;HMGCS2"	1.18211310783588	0.285655378078971	0.137186281371863	0.358155708996297	0.0361864516389604	108	"estimable"	47	47	"CBR1;CBR3;CPT2;ACADS;LGALS1;ECI1;ACAA2;DLST;SUCLG2;HMGCL;HSD17B10;IDH3B;HSDL2;GRHPR;ECHS1;HIBCH;METAP1;H2AZ1;UGDH;HSD17B11;ECI2;DLD;GSTZ1;ETFDH;ACAA1;ACADM;MCEE;HADHB;EPHX1;DECR1;ACOT8;SUCLA2;IDH1;ACSL1;ACO2;SMS;AUH;PDHA1;MLYCD;GCDH;ALDH9A1;ACADVL;ALDH3A2;MDH2;CRYZ;RAP1GDS1;NSDHL;GPD2;CPOX"	0.377220127553579	40	18	-22	TRUE	"neither"	32	49	29	0.557692307692308	0.90625	20	0.408163265306122	0.404255087561579
"G2M_CHECKPOINT"	"D5"	1.10343115795596	0.273963968329202	0.30724579663731	0.554158831766353	0.0216784291665622	58	"estimable"	44	44	"EWSR1;MARCKS;MT2A;G3BP1;GSPT1;LMNB1;DTYMK;HMGA1;TMPO;H2AZ1;SFPQ;LBR;ILF3;SRSF1;CUL1;CUL4A;SMC2;PML;CDC27;SMC1A;NOTCH2;HMGN2;UPF1;H2AX;CHMP1A"	0.906308712027789	0.228140858955122	0.6865	0.8066375	0.00975095727127211	73	"estimable"	47	47	"EWSR1;MARCKS;MT2A;G3BP1;GSPT1;LMNB1;DTYMK;HMGA1;SS18;TRA2B;TMPO;H2AZ1;SFPQ;LBR;ILF3;SRSF1;CUL1;CUL4A;SMC2;PML;CDC27;SMC1A;NOTCH2;HMGN2;UPF1;H2AX;CHMP1A;ABL1;RASAL2;PURA;BUB3;CUL5;SRSF2;MAPK14;PRMT5;XPO1;KIF5B;RAD23B;SLC7A1;LIG3;SMC4;TNPO2;YTHDC1;PAFAH1B1;HSPA8;TACC3;PRP4K;SYNCRIP;CUL3;TOP1;HNRNPD;SLC7A5;RBM14;KPNB1;NASP;SQLE;PDS5B;MCM3;STMN1;SRSF10;NCL"	-0.197122445928171	23	38	15	TRUE	"neither"	25	61	25	0.409836065573771	0.5	11	0.180327868852459	0.154252599388651
"GLYCOLYSIS"	"D5"	1.17759016646563	0.281489524224936	0.178935787157432	0.478417152434461	0.030913179318951	80	"estimable"	44	44	"AGRN;B4GALT1;VCAN;STC2;ENO1;P4HA1;ANGPTL4;GALK1;FUT8;IRS2;PMM2;PLOD1;PKM;AGL;PFKP;GYS1;DLD;CASP6;SLC16A3;RARS1;XYLT2;PGLS;B3GALT6;SLC25A10;IDH1;EXT1;CHST12;PGK1;PRPS1;ALDH9A1"	1.10344642876492	0.26531857960638	0.256174382561744	0.461248275862069	0.0245852018030945	116	"estimable"	47	47	"AGRN;B3GAT3;B4GALT1;VCAN;STC1;STC2;TGFBI;ENO1;QSOX1;P4HA1;ANGPTL4;GALK1;FUT8;IRS2;PAM;PMM2;PLOD1;PKM;AGL;ISG20;DSC2;PFKP;ME2;GYS1;DLD;CASP6;SLC16A3;RARS1;XYLT2;ALDH7A1;PGLS;B3GALT6;SLC25A10;HAX1;IDH1;EXT1;CHST12;PGK1;PRPS1;ALDH9A1"	-0.0741437377007101	18	27	9	TRUE	"neither"	30	40	30	0.75	1	10	0.25	0.26515854314744
"HEDGEHOG_SIGNALING"	"D5"	NA	NA	NA	NA	NA	10	"coverage_outside_original_15_to_500"	44	44	NA	0.530416887327796	0.173685218302991	0.973372781065089	0.973372781065089	0.00422218253206195	15	"estimable"	47	47	"NRP1;SHH;PML;RASA1;THY1;DPYSL2"	NA	NA	46	NA	NA	"not_comparable"	0	6	0	0	0	2	0.333333333333333	0.328809072162743
"HEME_METABOLISM"	"D5"	0.950106811545246	0.225910739973053	0.598919783956791	0.775072661591142	0.0118106961726666	84	"estimable"	44	44	"GMPS;HTATIP2;SYNJ1;TRIM58;MAP2K3;OPTN;BLVRB;TNS1;ATP6V0A1;ARHGEF12;MYL4;ALDH6A1;MGST3;CTSB;CDC27;PGLS;TMCC2;KHNYN;HAGH;GAPVD1;FECH;PICALM;CCND3;GCLM;BMP2K;NEK7;CPOX;FTCD;SDCBP;MARK3;RBM38;GDE1"	0.825300852953546	0.197629402292711	0.860713928607139	0.940780340570594	0.00580364345381564	120	"estimable"	47	47	"HDGF;GMPS;HTATIP2;PPP2R5B;SYNJ1;NUDT4;TRIM58;MAP2K3;OPTN;BLVRB;HEBP1;TNS1;ATP6V0A1;ARHGEF12;MYL4;HMBS;ALDH6A1;MGST3;PPOX;CTSB;CDC27;PGLS;TMCC2;MINPP1;KHNYN;HAGH;GAPVD1;FECH;PICALM;CCND3;GCLM;ACP5;BMP2K;LAMP2;NEK7;CPOX;FTCD;SDCBP"	-0.1248059585917	34	42	8	TRUE	"neither"	32	38	29	0.707317073170732	0.90625	9	0.236842105263158	0.253976666114994
"HYPOXIA"	"D5"	1.3427194231966	0.324713510964021	0.0458183273309324	0.3412047228337	0.0658886340177412	72	"estimable"	44	44	"LOX;CCN5;STC2;ENO1;CSRP2;HMOX1;P4HA1;ANGPTL4;GALK1;MT2A;IRS2;GRHPR;XPNPEP1;PFKP;EFNA1;GYS1;CASP6;PRDX5;TES;TPST2;GAPDH;JMJD6;ILVBL;B3GALT6;PDK1;CCN1;PRKCA;PFKL;EXT1;PGK1;CAVIN1;PKLR;ERO1A;HEXA"	1.26210284845053	0.307316662202262	0.0632936706329367	0.297480251974803	0.0555209399162646	100	"estimable"	47	47	"LOX;CCN5;SRPX;STC1;STC2;TGFBI;ENO1;SERPINE1;CSRP2;HMOX1;P4HA1;ANGPTL4;GALK1;MT2A;IRS2;PAM;IGFBP1;GRHPR;ISG20;XPNPEP1;NDRG1;PFKP;EFNA1;GYS1;CASP6;PRDX5;TPD52;TES;TPST2;GAPDH;JMJD6;ILVBL;B3GALT6;PDK1;CCN1;PRKCA;PFKL;EXT1;PGK1;CAVIN1;PKLR;ERO1A;HEXA"	-0.0806165747460701	7	11	4	TRUE	"neither"	34	43	34	0.790697674418605	1	9	0.209302325581395	0.235453750917545
"IL2_STAT5_SIGNALING"	"D5"	1.331793222081	0.332076455280364	0.0648648648648649	0.407722007722008	0.0548301225441775	56	"estimable"	44	44	"COL6A1;CXCL10;AHNAK;FURIN;FGL2;NRP1;P4HA1;PRNP;BMP2;IGF2R;CAPG;TNFSF10;MYO1E;SNX9;PLSCR1;ITIH5"	1.19207002067501	0.297757790190635	0.1519	0.358155708996297	0.0340961551503935	79	"estimable"	47	47	"AGER;COL6A1;CXCL10;AHNAK;FURIN;FGL2;NRP1;P4HA1;PRNP;BMP2;IGF2R;CAPG;COCH;TNFSF10;MYO1E;NDRG1;SNX9;PLSCR1;ITIH5;NOP2;SELP;RHOB;LCLAT1;IFITM3;MAPKAPK2;CYFIP1;CTSZ;BCL2L1;GPX4;ABCB1;CDC42SE2;CCND3;ECM1;CASP3;MYO1C;UMPS;IFNGR1;PRAF2;CKAP4;SERPINB6;HUWE1;PRKCH;PLIN2;TWSG1;TGM2;PTRH2;SELL;SLC1A5;IL18R1;SYNGR2"	-0.13972320140599	8	16	8	TRUE	"neither"	16	50	16	0.32	0.444444444444444	14	0.28	0.2593526427197
"IL6_JAK_STAT3_SIGNALING"	"D5"	0.889840663801732	0.244996165194663	0.648409714459913	0.780846600024682	0.0108665231540028	29	"estimable"	44	44	"CXCL10;HMOX1;EBI3;STAT2;MYD88;STAT1;TLR2;CBL"	0.92711798642888	0.252645954165334	0.614573923517013	0.744854668489885	0.0114816204542349	39	"estimable"	47	47	"CXCL10;HMOX1;CXCL13;EBI3;CXCL11;STAT2;MYD88;STAT1;TLR2;CBL;HAX1"	0.037277322627148	36	37	1	TRUE	"neither"	8	11	8	0.727272727272727	1	3	0.272727272727273	0.274728307393522
"INFLAMMATORY_RESPONSE"	"D5"	0.957849534479476	0.238835333314638	0.57037037037037	0.760493827160494	0.0125373914801392	56	"estimable"	44	44	"MSR1;STAB1;TNFAIP6;CXCL10;TNFSF10;EBI3;CCL24;RHOG;SCARF1;CCRL2;TLR2;NFKB1;EIF2AK2;NAMPT;SELENOS;ABI1;ICAM1;PROK2;CXCL9;CYBB;RELA;SELE;LCP2;TIMP1;MMP14"	1.10499700899962	0.276621798642437	0.2809	0.461248275862069	0.023086138883827	77	"estimable"	47	47	"MSR1;STAB1;TNFAIP6;CXCL10;CCL20;SERPINE1;EDN1;CXCL6;TNFSF10;EBI3;CXCL11;RAF1;CCL24;RHOG;SCARF1;CCRL2;TLR2;GNA15;NFKB1;EIF2AK2;NAMPT;SELENOS;ABI1;ICAM1;PROK2;CXCL9;CYBB;RELA;SELE;LCP2;PLAUR;TIMP1;MMP14;IL18;HPN"	0.147147474520144	32	26	-6	TRUE	"neither"	25	35	25	0.714285714285714	0.961538461538461	9	0.257142857142857	0.28194748499705
"INTERFERON_ALPHA_RESPONSE"	"D5"	0.953810692687178	0.253057137473431	0.563255439161966	0.760493827160494	0.0128106027918377	36	"estimable"	44	44	"CXCL10;PLSCR1;LGALS3BP;GMPR;STAT2;IFI35;WARS1;PARP9;SAMD9;PARP14;CCRL2;LAP3;EIF2AK2;PARP12;C1S;CNP;HLA-C;TRIM25;RNF31;SELL;NCOA7;PSME2;NMI;TRIM21;TDRD7;BST2"	1.33199569028792	0.346162450087216	0.0599299649824912	0.297480251974803	0.0571796738976665	55	"estimable"	47	47	"CXCL10;PSMB8;NUB1;MOV10;CXCL11;CD74;ISG20;PLSCR1;LGALS3BP;GMPR;STAT2;IFI35;MVB12A;WARS1;PROCR;PARP9;IFITM3;SAMD9;PARP14;CCRL2;PNPT1;TXNIP;LAP3;EIF2AK2"	0.378184997600742	33	9	-24	TRUE	"neither"	26	24	13	0.351351351351351	0.5	11	0.458333333333333	0.471304325791263
"INTERFERON_GAMMA_RESPONSE"	"D5"	1.09140798157557	0.260888653979747	0.314862972594519	0.554158831766353	0.0212873291706118	80	"estimable"	44	44	"TNFAIP6;CXCL10;FGL2;PTPN6;MT2A;TNFSF10;C1R;VCAM1;RNF213;PLSCR1;LGALS3BP;STAT2;PFKP;IFI35;MYD88;SELP;WARS1;PARP14;PML;STAT1;NFKB1;LAP3;VAMP8;EIF2AK2;NAMPT;OAS2;PARP12;ICAM1;CXCL9;RIGI;TNFAIP2;C1S;LCP2;CASP3;MVP;HLA-A;OAS3;PLA2G4A;PTPN1;TRIM25"	1.09862612477774	0.264934418354542	0.26977302269773	0.461248275862069	0.0237374248144082	111	"estimable"	47	47	"TNFAIP6;CXCL10;XCL1;FGL2;PTPN6;PSMB8;MT2A;TNFSF10;C1R;CXCL11;VCAM1;RNF213;TOR1B;CD74;ISG20;PLSCR1;LGALS3BP;STAT2;PFKP;IFI35;MYD88;SELP;WARS1;SOD2;IFITM3;PARP14;RAPGEF6;PML;STAT1;PNPT1;TXNIP;NFKB1;LAP3;VAMP8;EIF2AK2;NAMPT;OAS2;CASP7;PARP12;ICAM1;NLRC5;CXCL9;RIGI;TNFAIP2;C1S;LCP2;CASP3;MVP;ISG15;HLA-A;OAS3;PLA2G4A;PTPN1"	0.00721814320217007	25	29	4	TRUE	"neither"	40	53	39	0.722222222222222	0.975	14	0.264150943396226	0.272741726020991
"KRAS_SIGNALING_DN"	"D5"	1.07699541621101	0.343193882930242	0.376660951564509	0.613817846994015	0.0195983892032361	15	"estimable"	44	44	"LFNG;IGFBP2;SELENOP"	1.06497674138664	0.302540332090502	0.38798422170527	0.607841947338256	0.018290232532531	30	"estimable"	47	47	"LFNG;IGFBP2;EDN1;CELSR2;SELENOP"	-0.01201867482437	26	30	4	TRUE	"neither"	3	5	3	0.6	1	2	0.4	0.369741631581576
"KRAS_SIGNALING_UP"	"D5"	1.29263308347743	0.33193431835363	0.104518072289157	0.459879518072289	0.0423347135736638	45	"estimable"	44	44	"CXCL10;PLAT;ADAMDEC1;NRP1;ANGPTL4;BMP2;WDR33;SPON1;SEMA3B;SPARCL1;ST6GAL1"	1.21618947211528	0.304832561703676	0.1267	0.358155708996297	0.0378850326355364	76	"estimable"	47	47	"CXCL10;LY96;CCL20;PLVAP;PLAT;ADAMDEC1;NRP1;ANGPTL4;PSMB8;BMP2;WDR33;SPON1;SEMA3B;SPARCL1;FUCA1;RBM4;ST6GAL1;APOD;PLAU;GPNMB;SLPI;MTMR10;CBL;STRN;ADAM8;MAP4K1;DOCK2;CTSS;ERO1A;ABCB1;AKT2"	-0.0764436113621501	10	15	5	TRUE	"neither"	11	31	11	0.354838709677419	0.611111111111111	13	0.419354838709677	0.412060141638668
"MITOTIC_SPINDLE"	"D5"	1.16034900621664	0.27149794173193	0.185381461853815	0.478417152434461	0.030245880950138	98	"estimable"	44	44	"WASL;CD2AP;MARCKS;SEPTIN9;MAPRE1;WASF2;ARL8A;MYO1E;LMNB1;KATNB1;FSCN1;EZR;ARHGEF7;MYH10;CLASP1;ARF6;DYNC1H1;ARHGEF12;STAU1;SORBS2;SPTAN1;CDC42;SPTBN1;FLNB;CDC27;SMC1A;RASA1;PDLIM5;EPB41L2;NOTCH2;ARHGEF2;TUBGCP2;ABI1;DOCK2;MAP1S;RABGAP1;ARHGAP4;SOS1;HDAC6;DYNLL2;BCR;ARHGAP10;RHOT2;RALBP1;ROCK1;CCDC88A;MYO9B;FGD4;RICTOR;WASF1;PREX1;KLC1;SMC3;ATG4B;CDC42BPA;KIF5B;ARFGEF1;RHOF;KIF1B;CYTH2;CKAP5;DLG1;OPHN1;TUBGCP3;LRPPRC;TAOK2;MYH9;RAB3GAP1;HOOK3;NCK1;PAFAH1B1;ARHGAP5"	1.17347225050888	0.282155963893056	0.141985801419858	0.358155708996297	0.0354703050905573	116	"estimable"	47	47	"WASL;STK38L;CD2AP;BIN1;MARCKS;SEPTIN9;MAPRE1;WASF2;ARL8A;MYO1E;PXN;LMNB1;KATNB1;FSCN1;EZR;ARHGEF7;MYH10;CLASP1;ARF6;DYNC1H1;ARHGEF12;STAU1;SORBS2;SPTAN1;CDC42;RAPGEF6;RASA2;SPTBN1;FLNB;CDC27;SMC1A;RASA1;PDLIM5;EPB41L2;NOTCH2;ARHGEF2;TUBGCP2;ABI1;TUBGCP6;GEMIN4;DOCK2;MAP1S;RABGAP1;ARHGAP4;SOS1;HDAC6;DYNLL2;BCR;ARHGAP10;RHOT2;RALBP1;ROCK1;CCDC88A;MYO9B;ABL1;RASAL2;FGD4;RICTOR;WASF1;PREX1;KLC1;SMC3;ATG4B;CDC42BPA;KIF5B;ARFGEF1;RHOF;KIF1B;ITSN1;CYTH2;CKAP5;SMC4;DLG1;OPHN1;TUBGCP3;LRPPRC;TAOK2;MYH9;RAB3GAP1;HOOK3;NCK1;PAFAH1B1"	0.01312324429224	19	19	0	TRUE	"neither"	72	82	71	0.855421686746988	0.986111111111111	11	0.134146341463415	0.141263622495804
"MTORC1_SIGNALING"	"D5"	0.859500989957277	0.199157918944659	0.788721127887211	0.913256042816771	0.00746695860243814	110	"estimable"	44	44	"CORO1A;ENO1;ETF1;FGL2;PDAP1;CCT6A;P4HA1;GMPS;CFP;FDXR;STIP1;DHCR7;MAP2K3;GSK3B;NMT1;EPRS1;WARS1;SORD;QDPR;ATP6V1D;CYB5B;TUBG1;HSPA4;TES;GAPDH;ACACA;IDH1;PDK1;NAMPT;PFKL;RIT1;PGK1;ABCF2;PPA1;ACSL3;UBE2D3;ERO1A;ADD3;TBK1;RAB1A;SDF2L1;TOMM40;PITPNB;GLA;SERPINH1;HSPE1;EEF1E1;HPRT1;PSMC2;CANX;IMMT;EIF2S2;HSP90B1;SLC37A4;SLC1A5;IGFBP5;PHGDH;HSPA5;PGM1;ACTR2;SEC11A;PSMC4;ARPC5L;NIBAN1;USO1;G6PD;CACYBP;SLC6A6;ITGB2;LDHA;RPN1"	0.884877012133206	0.210558630954382	0.767323267673233	0.879614477576632	0.00794447356099239	130	"estimable"	47	47	"CORO1A;STC1;ENO1;ETF1;FGL2;PDAP1;CCT6A;P4HA1;GMPS;SHMT2;CFP;FDXR;STIP1;DHCR7;MAP2K3;GSK3B;NMT1;EPRS1;WARS1;SORD;QDPR;ATP6V1D;HMBS;CYB5B;TUBG1;HSPA4;TES;GAPDH;HSPD1;ACACA;IDH1;PDK1;NAMPT;PFKL;RIT1;PGK1;ABCF2;PPA1;ACSL3;UBE2D3;ERO1A;ADD3;TBK1;FKBP2;RAB1A;GLRX;SDF2L1;TOMM40;PITPNB;PSMG1;GLA;SERPINH1;HSPE1;CXCR4;EEF1E1;HSPA9;HPRT1;PSMC2;CANX;IMMT;EIF2S2;HSP90B1;SLC37A4;SLC1A5;IGFBP5;PHGDH;HSPA5;PGM1;ACTR2;SEC11A;PSMC4;ARPC5L;NIBAN1;USO1;G6PD;CACYBP;SLC6A6;ITGB2;LDHA;RPN1;SKAP2;PLOD2;PSMC6;GPI;TCEA1;SLC2A3;ACTR3"	0.025376022175929	38	40	2	TRUE	"neither"	71	87	71	0.816091954022989	0.93421052631579	11	0.126436781609195	0.127337497282593
