Time,analysis,pathway,NES,padj,gene_symbol
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,ITGB2
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,SERP1
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,ETF1
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,DHCR24
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,GPI
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,SQSTM1
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,NFYC
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,CTH
D3,PH_pass,MTORC1_SIGNALING,1.71054153144492,6.19929014641152e-05,CDC25A
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,G3BP1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SYNCRIP
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NOP56
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPR
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SET
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SNRPA1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RSL1D1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CUL1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,IARS1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,DHX15
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,IMPDH2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,STARD7
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,PWP1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,DDX18
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,DDX21
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPA3
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NPM1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,ABCE1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPU
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RANBP1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,YWHAQ
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,XRCC6
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CANX
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPL34
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPD
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPS6
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,PPIA
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SERBP1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NCBP1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CSTF2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,EPRS1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,XPOT
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NAP1L1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPL22
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPL6
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPL14
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NCBP2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPL18
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SLC25A3
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,ILF2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,GNL3
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SRSF1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HSPD1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CCT7
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RRP9
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HSPE1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,TARDBP
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,PABPC4
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,PCNA
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,NME1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPA2B1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CLNS1A
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPS3
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,DEK
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SRSF7
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,EIF3D
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,RPS5
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SNRPD1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,TUFM
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,SSB
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,CAD
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HDAC2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,GLO1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,APEX1
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,BUB3
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,ORC2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HDDC2
D3,PH_pass,MYC_TARGETS_V1,-0.924230051345847,0.7771178697298,HNRNPA1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,NOP56
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,UTP20
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,DDX18
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,PUS1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,NPM1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,MPHOSPH10
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,PRMT3
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,TCOF1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,NIP7
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,MRTO4
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,LAS1L
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,UNG
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,PPAN
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,GNL3
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,HSPD1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,WDR43
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,RRP9
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,HSPE1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,EXOSC5
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,IMP4
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,DUSP2
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,TFB2M
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,PPRC1
D3,PH_pass,MYC_TARGETS_V2,-1.0706578385704,0.388913881748072,GRWD1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ACSL1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,GADD45B
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MYL6B
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,FOXO4
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ITGA7
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MEF2A
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,GSN
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,PDLIM7
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,IFRD1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,RIT1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,LSP1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,TGFB1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,CLU
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,KLF5
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,GABARAPL2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,COL4A2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,TNNI2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ATP6AP1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SLC6A8
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,HDAC5
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,TPM3
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,KCNH2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,BAG1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,CKB
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ACHE
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SIRT2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SVIL
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,AKT2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,PRNP
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,DAPK2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,FLII
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,FKBP1B
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,AK1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ENO3
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MYOM1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,HBEGF
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MYBPC3
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SYNGR2
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,NOTCH1
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,APP
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SMTN
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,ITGB5
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MYH9
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,SPARC
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,MYO1C
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,IGFBP7
D3,PH_pass,MYOGENESIS,1.38727336705061,0.0463324652777778,AGL
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,MAML2
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,ARRB1
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,CUL1
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,PSEN2
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,TCF7L2
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,LFNG
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,DTX1
D3,PH_pass,NOTCH_SIGNALING,-0.912499998197147,0.64210929232432,PPARD
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,NQO2
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6V1C1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,POR
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6V0C
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,LDHA
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ALAS1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,OAT
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,NDUFB3
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,COX7A2L
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,MFN2
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,CYB5R3
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,SDHC
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,RHOT1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,GRPEL1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ACAA1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6V0B
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,COX6B1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,SUCLG1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6AP1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,UQCR10
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6V0E1
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,NDUFA2
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,HTRA2
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,ATP6V1H
D3,PH_pass,OXIDATIVE_PHOSPHORYLATION,1.16481168159232,0.218654644733522,PRDX3
